ORDER #,CUSTOMER #,INVOICE DATE,QTY SHIPPED,ITEM #,ITEM PRICE
27372,1GERBP,2016-01-29,0.0,NNTN4497,70.0
27372,1GERBP,2016-01-29,0.0,RLN5500,10.0
27372,1GERBP,2016-01-29,0.0,AAH02RDC9JA2,475.0
27372,1GERBP,2016-01-29,0.0,PMNN4077,75.0
27372,1GERBP,2016-01-29,2.0,PMMN4071,75.0
27376,1GERBP,2016-01-29,4.0,PMMN4013,70.0
27376,1GERBP,2016-01-29,4.0,NNTN4497,70.0
27376,1GERBP,2016-01-29,3.0,RLN5500,10.0
27376,1GERBP,2016-01-29,2.0,AAH02RDC9JA2,475.0
27376,1GERBP,2016-01-29,2.0,PMNN4077,75.0
27376,1GERBP,2016-01-29,2.0,PMMN4071,75.0
27379,1COAST,2016-02-19,5.0,AAH84KDJ8AA1,206.4
27379,1COAST,2016-02-19,5.0,PMMN4029,63.75
27382,1MASGR,2016-02-12,2.0,AAH84RCJ8AA1,220.0
27392,1HOLEN,2016-02-19,1.0,AAH01JDC9JC2,339.5
27392,1HOLEN,2016-02-19,3.0,AAM01JNC9JA1,397.0
27398,1LOCGC,2016-03-31,7.0,AAH02RDH9JA2,540.0
27398,1LOCGC,2016-03-31,1.0,WPLN4212,495.0
27398,1LOCGC,2016-03-31,1.0,NLN7967,21.0
27409,1GERBP,2016-03-31,15.0,AAM02QNH9JA1,535.0
27409,1GERBP,2016-03-31,15.0,0180352A11,15.0
27409,1GERBP,2016-03-31,15.0,0180371A24,31.25
27409,1GERBP,2016-03-31,15.0,TGB34,6.0
26559,1HEART,2016-02-12,10.0,RLN5384,58.0
27414,4EDWFD,2016-02-12,1.0,AAM28JNN9KA1,675.0
27276,1HERMI,2016-02-08,5.0,QA00531,62.48
27419,1MAGNA,2016-12-30,20.0,AAH01QDC9JA2,380.0
27419,1MAGNA,2016-12-30,20.0,QA00531,62.48
27421,1MOTUS,2016-02-29,6.0,AAH01QDC9JC2,337.0
27424,1DSSI,2016-02-12,1.0,AAH84RCJ8AA1,233.75
27425,7GRATM,2016-04-29,1.0,AAH01QDC9JA2,450.0
27425,7GRATM,2016-04-29,1.0,QA00531,73.5
27426,7MARMA,2016-02-12,3.0,AAH01JDC9JA2,412.5
25739,*700,2016-02-08,8.0,RLN6423,29.75
26689,1OLITO,2016-02-08,1.0,AAM28JQN9KA1,650.0
27448,1ALLFD,2016-02-19,2.0,A03JAC9JA1,441.0
26460,1WEXCR,2016-02-08,1.0,4145-FM,10937.5
26460,1WEXCR,2016-02-08,10.0,4145-LIC,325.0
26460,1WEXCR,2016-02-08,25.0,4500-XLJR4,205.0
26826,6SBFIR,2016-02-12,10.0,QA04950,50.0
27280,7EMSHR,2016-03-31,5.0,21040110,64.54
26559,1HEART,2016-02-12,10.0,QA02773,80.0
27472,1AMSEC,2016-09-29,2.0,T3000,2960.0
27472,1AMSEC,2016-09-29,2.0,X340MT,2720.0
27472,1AMSEC,2016-09-29,2.0,HKVN4110,4000.0
27473,1GUAPR,2016-02-29,1.0,AAH56RDC9KA1,810.0
27473,1GUAPR,2016-02-29,1.0,QA00505,76.0
27472,1AMSEC,2016-09-29,2.0,X265UM,400.0
27472,1AMSEC,2016-09-29,2.0,X182UM,1104.0
27473,1GUAPR,2016-02-29,1.0,PMLN7008,10.2
27472,1AMSEC,2016-09-29,4.0,0112004B04,85.0
27472,1AMSEC,2016-09-29,2.0,MAST,75.0
27473,1GUAPR,2016-02-29,1.0,NNTN8560,131.75
27472,1AMSEC,2016-09-29,2.0,DB404B,448.0
27474,1GUAPR,2016-03-11,1.0,AAH56RDC9KA1,810.0
27474,1GUAPR,2016-03-11,1.0,QA00505,76.0
27474,1GUAPR,2016-03-11,1.0,PMLN7008,10.2
27474,1GUAPR,2016-03-11,1.0,NNTN8560,131.75
27472,1AMSEC,2016-09-29,1.0,MISC100,100.0
27475,1FISSC,2016-03-11,10.0,AAH56RDN9KA1,780.74
27491,1HEART,2016-02-29,6.0,AAH01QDC9JC2,400.0
27493,1HAWOR,2016-02-29,1.0,AAH01JDC9JC2,339.5
27495,1ZEEFS,2016-02-29,10.0,AAH56RDN9KA1,749.0
27495,1ZEEFS,2016-02-29,10.0,QA02309,50.0
27500,1SUNMA,2016-08-12,1.0,AAR10QCGANQ1AN,3640.55
27500,1SUNMA,2016-08-12,1.0,DB630C,745.0
27500,1SUNMA,2016-08-12,1.0,AAH81QCN9NA2,799.0
27517,*700,2016-02-12,6.0,SRCK04000003,269.1
27392,1HOLEN,2016-02-19,1.0,QA00194,9.75
26785,7CCECD,2016-02-12,1.0,VG5530-LVZ-M-GEN,679.15
26785,7CCECD,2016-02-12,1.0,RMWLF3CWHT180,76.0
26785,7CCECD,2016-02-12,1.0,SMW3053C002WHT180,142.0
27278,6SBRAD,2016-02-12,2.0,JG923A#ABA,321.55
27538,1HERMI,2016-02-29,1.0,AAH01QDC9JA2,391.0
27540,1COORI,2016-03-11,1.0,AAM28JQC9KA1,630.0
27540,1COORI,2016-03-11,1.0,RKN4136,35.0
27540,1COORI,2016-03-11,1.0,PMAN4000,75.5
27540,1COORI,2016-03-11,1.0,HAD4008,19.5
27540,1COORI,2016-03-11,1.0,INSTALL,240.0
27495,1ZEEFS,2016-02-29,10.0,NNTN4852,93.5
27472,1AMSEC,2016-09-29,275.0,LMR600,2.25
27549,1ROEMO,2016-03-11,2.0,AAH02JDH9JA2,490.0
27549,1ROEMO,2016-03-11,2.0,QA02300,25.0
27549,1ROEMO,2016-03-11,2.0,QA02772,75.0
27550,1PARTO,2016-02-19,2.0,A03JAC9JA2,392.25
27551,1LSECA,2016-03-11,15.0,AAH56RDC9KA1,703.3
27551,1LSECA,2016-03-11,15.0,QA04950,43.36
27500,1SUNMA,2016-08-12,2.0,EZ600NFX,20.0
27552,1DAVEN,2016-06-27,1.0,ISOBAR12 ULTRA,128.0
27500,1SUNMA,2016-08-12,2.0,EZ400NMHX,12.0
27500,1SUNMA,2016-08-12,1.0,ISOBAR12 ULTRA,169.6
27552,1DAVEN,2016-06-27,1.0,DB404B,443.0
27558,1GRHAT,2016-02-29,2.0,AAH01QDC9JC2,363.0
27556,1DAVEN,2016-06-27,100.0,LMR600,2.25
27556,1DAVEN,2016-06-27,25.0,LMR400,1.2
27556,1DAVEN,2016-06-27,1.0,ISOBAR12 ULTRA,128.0
27556,1DAVEN,2016-06-27,1.0,DB404B,443.0
27556,1DAVEN,2016-06-27,1.0,WSHS2114,74.4
27574,1PORFD,2016-03-11,5.0,A03JAC9JA1,441.0
27578,4TRIFD,2016-03-11,1.0,MISC50,50.0
27581,1CONPC,2016-02-29,10.0,PMMN4050,85.0
27585,1HEART,2016-03-31,2.0,AAM01QNH9JA1,554.0
27585,1HEART,2016-03-31,2.0,0180355A80,28.5
27585,1HEART,2016-03-31,2.0,0180352A11,12.0
27592,1CRASD,2016-05-20,1.0,AAH02JDC9JA2,475.0
27594,1SAUFD,2016-02-29,2.0,RLN6551,425.0
27593,7MUNME,2016-04-15,12.0,PMNN4403,92.25
27057,*700,2016-02-19,6.0,QA02773,73.0
27612,1KERRY,2016-06-27,3.0,AAH56RDN9KA1,880.0
27612,1KERRY,2016-06-27,3.0,PMMN4025,90.0
27614,1ROSCA,2016-03-31,2.0,AAH01QDC9JA2,465.0
27616,1HEART,2016-03-11,1.0,AAH02RDC9JA2,476.0
27616,1HEART,2016-03-11,1.0,PMMN4073,80.0
27618,1BISSE,2016-03-28,3.0,AAH56RDN9KA1,880.0
27618,1BISSE,2016-03-28,3.0,PMMN4025,93.0
27620,1HEART,2016-03-28,5.0,AAH01QDC9JA2,466.0
27634,4STJSD,2016-03-11,1.0,AAM28JQN9KA1,710.0
27634,4STJSD,2016-03-11,1.0,PMLN6404,100.0
27634,4STJSD,2016-03-11,1.0,PMKN4143,50.0
27634,4STJSD,2016-03-11,1.0,TAD6113,19.5
27636,1POKPP,2016-06-30,1.0,CVS2500CHGR1,325.0
27636,1POKPP,2016-06-30,1.0,CCUP2I,36.0
27636,1POKPP,2016-06-30,1.0,CARM101,59.0
27636,1POKPP,2016-06-30,3.0,CHDM204,140.0
27636,1POKPP,2016-06-30,2.0,RRA4983,60.0
27636,1POKPP,2016-06-30,2.0,345146,123.95
27636,1POKPP,2016-06-30,3.0,CUMM101,110.0
27636,1POKPP,2016-06-30,3.0,CADP110,20.0
27636,1POKPP,2016-06-30,3.0,CMD102,269.0
27636,1POKPP,2016-06-30,3.0,PKGKB102,460.0
27588,1EATSD,2016-02-29,8.0,AAH25SDF9AA5,200.0
27641,1LEECS,2016-03-11,11.0,PMMN4071,85.0
27280,7EMSHR,2016-03-31,5.0,CF54C9003CM,2642.91
27280,7EMSHR,2016-03-31,5.0,DSPAN421,732.0
26172,1POKPP,2016-03-11,2.0,5343,350.0
26172,1POKPP,2016-03-11,2.0,5342WHD,320.0
27657,1POKPP,2016-06-30,10.0,DSPAN7022,696.0
27657,1POKPP,2016-06-30,10.0,LPS114,165.0
27421,1MOTUS,2016-02-29,6.0,QA00531,62.48
27491,1HEART,2016-02-29,6.0,QA00531,73.5
27663,6SBRAD,2016-03-25,2.0,BA1010-1,750.0
27663,6SBRAD,2016-03-25,4.0,241088-2,25.0
27699,1WETEC,2016-03-11,2.0,AAH84KDS8AA1,163.0
27699,1WETEC,2016-03-11,2.0,PMMN4029,63.75
27495,1ZEEFS,2016-02-29,10.0,PMMN4050,80.75
27493,1HAWOR,2016-02-29,1.0,QA00532,63.75
27719,1BUTSE,2016-03-11,20.0,PMMN4041,121.0
27719,1BUTSE,2016-03-11,20.0,PMAE4047,8.75
27722,7HARSP,2016-03-11,1.0,AAH02JDH9JA2,525.0
27722,7HARSP,2016-03-11,1.0,QA02772,85.0
27722,7HARSP,2016-03-11,1.0,HKN9327,15.0
27722,7HARSP,2016-03-11,1.0,HKN4137,18.0
27722,7HARSP,2016-03-11,1.0,HAD4008,19.5
27725,1TRAPR,2016-03-11,1.0,AAH73WCF9NA5,260.0
27735,1AVOAU,2016-03-11,1.0,AAH02RDH9JA2,506.25
27735,1AVOAU,2016-03-11,1.0,PMNN4409,112.0
27735,1AVOAU,2016-03-11,1.0,PMMN4076,75.0
27735,1AVOAU,2016-03-11,1.0,PMLN4651,11.0
27736,1MCOOP,2016-02-29,1.0,500,1300.0
27743,1OLITO,2016-03-11,3.0,A03JAC9JA2,392.25
27743,1OLITO,2016-03-11,3.0,RA00641,60.0
27743,1OLITO,2016-03-11,6.0,RLN5707,18.27
27752,1BRIMY,2016-03-11,4.0,AAH56RDN9KA1,806.5
27754,1GLMSS,2016-02-29,1.0,AIRFARE,319.1
27754,1GLMSS,2016-02-29,1.0,GROUND TRANSPORT,110.0
27754,1GLMSS,2016-02-29,1.0,RENTAL,131.88
27754,1GLMSS,2016-02-29,1.0,FUEL,19.54
27754,1GLMSS,2016-02-29,1.0,FEDEX,235.5
27754,1GLMSS,2016-02-29,1.0,MEAL,38.1
27754,1GLMSS,2016-02-29,1.0,OFFICE SUPPLIES,129.24
27756,*700,2016-02-29,2.0,400,25.0
27756,*700,2016-02-29,1.0,400,25.0
27759,*700,2016-02-29,35.0,400,100.0
27760,*700,2016-02-29,35.0,400,100.0
27761,*700,2016-02-29,35.0,400,100.0
27763,4TRIFD,2016-03-31,2.0,A03JAC9JA1,485.0
27764,1GNSAM,2016-03-11,10.0,PMNN4071,29.75
27764,1GNSAM,2016-03-11,10.0,PMLN4743,4.25
27764,1GNSAM,2016-03-11,1.0,RLN6393,382.5
27773,7MEDUS,2016-03-28,15.0,AAH01QDC9JA2,437.5
27773,7MEDUS,2016-03-28,15.0,QA00531,73.5
27774,1BUTSE,2016-03-28,15.0,PMMN4041,121.0
27774,1BUTSE,2016-03-28,15.0,PMAE4047,8.75
27774,1BUTSE,2016-03-28,6.0,PMNN4066,88.0
27777,*700,2016-03-11,1.0,AAH73WCF9NA5,265.0
27777,*700,2016-03-11,1.0,HMN9051,57.75
27778,1HEART,2016-09-30,1.0,HAE4003,20.0
27783,7CHEBS,2016-04-22,4.0,AAM01QPC9JA1,555.0
27783,7CHEBS,2016-04-22,4.0,HAE4002,27.75
27783,7CHEBS,2016-04-22,4.0,HKN9327,15.0
23874,1SHIPS,2016-03-31,2.0,AAH02RDC9JA2,492.0
23874,1SHIPS,2016-03-31,2.0,PMMN4073,80.0
27796,1WATPD,2016-04-22,2.0,C30903,220.0
27796,1WATPD,2016-04-22,2.0,CHDM204,160.0
27798,1CASSC,2016-06-03,1.0,ES100,220.0
27798,1CASSC,2016-06-03,1.0,ESBU,30.0
27798,1CASSC,2016-06-03,1.0,CCMC18,385.0
27798,1CASSC,2016-06-03,1.0,FPC33892,40.0
27798,1CASSC,2016-06-03,1.0,ACINBHG,50.0
27798,1CASSC,2016-06-03,1.0,3892L6,450.0
27798,1CASSC,2016-06-03,1.0,TAD6113,19.5
27798,1CASSC,2016-06-03,1.0,RRA4983,57.5
27798,1CASSC,2016-06-03,1.0,RESCUE,625.0
27798,1CASSC,2016-06-03,1.0,MISC200,200.0
27796,1WATPD,2016-04-22,2.0,LPS102,180.0
27796,1WATPD,2016-04-22,2.0,MISC25,25.0
27811,1FOURW,2016-10-07,1.0,CVS1308INUT,360.0
27811,1FOURW,2016-10-07,1.0,CCUP2IA11,40.0
27811,1FOURW,2016-10-07,1.0,CARM101,70.0
27811,1FOURW,2016-10-07,2.0,119060A00,190.0
27811,1FOURW,2016-10-07,1.0,05.5540.000,160.0
27811,1FOURW,2016-10-07,1.0,LPX45D,1200.0
27814,1SMGDV,2016-03-11,10.0,HNN9008,48.0
27814,1SMGDV,2016-03-11,20.0,NNTN4497,73.5
27814,1SMGDV,2016-03-11,20.0,PMAE4016,11.75
27816,1EGETO,2016-03-31,1.0,AAM28JQN9KA1,716.0
27816,1EGETO,2016-03-31,1.0,GA00036,30.0
27816,1EGETO,2016-03-31,1.0,RKN4136,35.0
27816,1EGETO,2016-03-31,1.0,RSN4004,40.0
27823,6SBRAD,2016-03-11,10.0,NNTN8560,117.0
27825,7EMAMB,2016-06-10,1.0,AAM28JQN9KA1,764.0
27825,7EMAMB,2016-06-10,1.0,HAD4008,19.5
27825,7EMAMB,2016-06-10,1.0,RKN4136,35.0
27831,1HILIT,2016-03-28,2.0,AAH01QDC9JA2,435.0
27578,4TRIFD,2016-03-11,1.0,ETHFSSSP,74.8
27578,4TRIFD,2016-03-11,1.0,ETFBSSNP,65.7
27798,1CASSC,2016-06-03,1.0,RX2700CC,1600.0
27798,1CASSC,2016-06-03,1.0,TRX6B,90.0
27798,1CASSC,2016-06-03,1.0,TRX6R,90.0
27798,1CASSC,2016-06-03,2.0,XT3LBKT,10.0
27852,1DORFD,2016-03-28,6.0,AAH02JDH9JA2,456.0
27852,1DORFD,2016-03-28,6.0,QA02772,72.25
27854,1TRTPA,2016-03-11,1.0,RCS,810.0
27853,1SBREG,2016-05-13,1.0,AAR10JCGANQ1AN,2800.0
27853,1SBREG,2016-05-13,1.0,HFD8465,393.0
27853,1SBREG,2016-05-13,1.0,0112004B04,90.0
27857,1TRTPA,2016-03-11,1.0,RCS,108.0
26083,1LGCMI,2016-03-11,40.0,NNTN8560,131.75
27861,1HOMBS,2016-03-31,4.0,AAH01QDC9JA2,465.0
27869,1HAISS,2016-03-28,1.0,FCC CONTRUCTION NOT,200.0
27870,1PIOCO,2016-03-28,6.0,AAH01QDC9JA2,466.0
27870,1PIOCO,2016-03-28,14.0,PMMN4013,73.5
27870,1PIOCO,2016-03-28,14.0,RLN5500,10.0
27871,*700,2016-03-25,1.0,AAH01QDC9JA2,451.0
27871,*700,2016-03-25,2.0,WPLN4137,49.0
27871,*700,2016-03-25,10.0,RLN5500,10.0
27876,7MANDE,2016-03-28,1.0,AAM28JQC9KA1,615.0
27876,7MANDE,2016-03-28,1.0,RKN4136,30.0
27876,7MANDE,2016-03-28,1.0,HAD4008,19.5
27876,7MANDE,2016-03-28,1.0,INSTALL,200.0
27879,7EMAMB,2016-06-24,2.0,0180351A98,25.0
27879,7EMAMB,2016-06-24,2.0,RFT12022,6.0
27879,7EMAMB,2016-06-24,2.0,TRAB4503,70.0
27879,7EMAMB,2016-06-24,1.0,86216,5.25
27882,1POKPP,2016-07-15,1.0,RX2700,1600.0
27882,1POKPP,2016-07-15,1.0,P5614C11A,610.0
27882,1POKPP,2016-07-15,1.0,RP56C11,80.0
27882,1POKPP,2016-07-15,1.0,SP56BS11,71.0
27882,1POKPP,2016-07-15,1.0,CVS2500CHGR1,325.0
27882,1POKPP,2016-07-15,1.0,CCUP2I,36.0
27882,1POKPP,2016-07-15,1.0,CARM101,59.0
27882,1POKPP,2016-07-15,1.0,CMD102,269.0
27882,1POKPP,2016-07-15,3.0,CHDM204,140.0
27882,1POKPP,2016-07-15,2.0,ES100,210.0
27882,1POKPP,2016-07-15,2.0,ESBTAR11,25.0
27882,1POKPP,2016-07-15,2.0,3892L6,400.0
27882,1POKPP,2016-07-15,2.0,MISC150,150.0
27882,1POKPP,2016-07-15,2.0,ENT2B3B,150.0
27882,1POKPP,2016-07-15,2.0,ENT2B3R,150.0
27882,1POKPP,2016-07-15,2.0,DS604DS,389.0
27882,1POKPP,2016-07-15,1.0,PKGKB102,460.0
27882,1POKPP,2016-07-15,1.0,EPL8000RD,699.0
27882,1POKPP,2016-07-15,1.0,SV888U,650.0
27882,1POKPP,2016-07-15,3.0,TRX6B,90.0
27882,1POKPP,2016-07-15,3.0,TRX6R,90.0
27882,1POKPP,2016-07-15,6.0,XT3LBKT,10.0
27882,1POKPP,2016-07-15,2.0,91843,636.0
27882,1POKPP,2016-07-15,2.0,92987,65.0
27882,1POKPP,2016-07-15,2.0,91850,50.0
27722,7HARSP,2016-03-11,1.0,0180355A80,40.0
27882,1POKPP,2016-07-15,1.0,CUMM101,110.0
27882,1POKPP,2016-07-15,1.0,CADP110,20.0
27890,1CASSC,2016-05-20,1.0,ES100,195.0
27890,1CASSC,2016-05-20,1.0,ESBEXP07,30.0
27890,1CASSC,2016-05-20,1.0,CCMC18,395.0
27890,1CASSC,2016-05-20,3.0,FPBLNK2,10.0
27890,1CASSC,2016-05-20,1.0,MISC150,150.0
27890,1CASSC,2016-05-20,1.0,P4704UINT13A,550.0
27890,1CASSC,2016-05-20,1.0,RP47UINT13,90.0
27890,1CASSC,2016-05-20,1.0,SP47BS13,70.0
27890,1CASSC,2016-05-20,1.0,S4705UINT13,1000.0
27890,1CASSC,2016-05-20,1.0,3892L6,400.0
27890,1CASSC,2016-05-20,1.0,TAD6113,20.0
27890,1CASSC,2016-05-20,1.0,ACPENPRTR90,275.0
27890,1CASSC,2016-05-20,1.0,RRA4983,57.5
27899,4NIBCO,2016-03-31,1.0,AAH01JDC9JC2,415.0
27899,4NIBCO,2016-03-31,1.0,NAD6502,11.0
27910,1BRIMY,2016-03-25,4.0,AAH56RDN9KA1,806.5
27578,4TRIFD,2016-03-11,1.0,EPL7HFAA,335.0
27909,7INVFD,2016-08-12,2.0,QA04950,60.0
27909,7INVFD,2016-08-12,2.0,QA02772,80.0
27663,6SBRAD,2016-03-25,2.0,L5TNM-PS,32.0
27663,6SBRAD,2016-03-25,4.0,F4PNMV2-HC,25.0
27663,6SBRAD,2016-03-25,4.0,F4NR-HC,43.0
27663,6SBRAD,2016-03-25,2.0,64544/SNC,1670.0
27663,6SBRAD,2016-03-25,2.0,IS-50NX-C2,60.0
27937,1COORE,2016-03-28,4.0,AAH01JDC9JC2,340.0
27937,1COORE,2016-03-28,3.0,NNTN4497,72.25
27937,1COORE,2016-03-28,2.0,A03JAC9JA2,392.25
27929,1HANBT,2016-03-11,1.0,AAH01QDC9JA2,466.0
27941,1CLARC,2016-03-28,6.0,NNTN4497,85.0
25548,1BYTFD,2016-06-24,6.0,PMMN4040,72.0
25548,1BYTFD,2016-06-24,1.0,RLN6527,89.0
26675,1GERBP,2016-03-31,7.0,SEC1223XPR5000,187.5
27949,1FREME,2016-03-28,1.0,AAH02RDC9VA1,482.0
27997,7MARMA,2016-03-31,3.0,AAH01JDC9JA2,412.5
28006,1ROSCA,2016-03-31,3.0,AAH01QDC9JA2,465.0
28010,1GERBP,2016-03-31,4.0,AAH02RDC9JA2,475.0
28010,1GERBP,2016-03-31,4.0,PMMN4071,75.0
28014,1GLMSS,2016-03-18,1.0,CONFCALL,10.77
28014,1GLMSS,2016-03-18,1.0,CONFCALL,13.22
28019,1BRIMY,2016-03-31,4.0,AAH56RDN9KA1,806.5
28021,1CEDSP,2016-03-28,2.0,AAH56RDN9KA1,880.0
28024,1KEEBL,2016-03-31,2.0,AAH02RDC9JA2,492.0
28024,1KEEBL,2016-03-31,2.0,PMMN4075,75.0
28057,4SOUHC,2016-03-31,18.0,AAH01QDC9JA2,425.0
28058,4BERSH,2016-04-22,2.0,SWE-1MZ4/L,867.19
28067,1EGETO,2016-03-31,1.0,AAM28JQN9KA1,716.0
28067,1EGETO,2016-03-31,1.0,GA00036,30.0
28067,1EGETO,2016-03-31,1.0,RKN4136,35.0
28067,1EGETO,2016-03-31,1.0,RSN4004,40.0
28070,1FISSC,2016-03-31,5.0,NNTN8129,112.2
28075,6MISPD,2016-04-29,1.0,SWE1M2AL,829.0
28076,1WEBCH,2016-03-31,2.0,AAH56RDC9KA1,817.0
27902,*700,2016-04-29,5.0,AAH88QCP9JA2,456.0
28094,1DSSI,2016-03-31,6.0,AAH84RCJ8AA1,233.75
28109,1BUTSE,2016-03-31,15.0,PMMN4041,121.0
28109,1BUTSE,2016-03-31,15.0,PMAE4047,8.75
28110,1QUINM,2016-06-27,60.0,QA02772,72.25
28110,1QUINM,2016-06-27,10.0,PMNN4406,56.1
28110,1QUINM,2016-06-27,10.0,PMLN4651,9.35
28110,1QUINM,2016-06-27,1.0,AAR10QCGANQ1AN,4500.0
28110,1QUINM,2016-06-27,1.0,DB404B,485.0
28110,1QUINM,2016-06-27,1.0,MISC300,125.0
28110,1QUINM,2016-06-27,1.0,MISC150,75.0
28110,1QUINM,2016-06-27,15.0,481111,1.5
28110,1QUINM,2016-06-27,4.0,499581,1.05
28110,1QUINM,2016-06-27,1.0,MISC50,50.0
28117,1LGCMI,2016-03-28,40.0,NNTN8560,131.75
28117,1LGCMI,2016-03-28,40.0,PMLN7008,10.2
28141,1GUAPR,2016-04-29,1.0,AAM28QNC9KA1,639.2
28141,1GUAPR,2016-04-29,1.0,SEC1212XPR5000,158.7
28141,1GUAPR,2016-04-29,1.0,0180355A80,35.88
28141,1GUAPR,2016-04-29,1.0,0183938B06,8.1
28154,4BERSH,2016-04-29,2.0,KE21S,245.73
28154,4BERSH,2016-04-29,1.0,MWH31,352.56
28155,1BRIFD,2016-05-27,2.0,AAM01JQH9JC1,495.0
28155,1BRIFD,2016-05-27,2.0,TRAT1500,130.0
28171,1HOWMC,2016-04-15,2.0,AAH03RDF8AA7,265.6
28171,1HOWMC,2016-04-15,2.0,QA01113,17.0
27585,1HEART,2016-03-31,2.0,SEC1223XPR5000,150.0
27816,1EGETO,2016-03-31,1.0,HAD4022,59.75
23874,1SHIPS,2016-03-31,15.0,AAM02QPH9JA1,545.0
28006,1ROSCA,2016-03-31,6.0,RLN5925,30.0
28006,1ROSCA,2016-03-31,3.0,QA00531,73.5
28200,1KEEBL,2016-03-31,2.0,PMNN4406,85.0
27872,1HMEMA,2016-03-31,2.0,FPKENTK790MR,38.5
27614,1ROSCA,2016-03-31,2.0,QA00531,73.5
28076,1WEBCH,2016-03-31,2.0,QA04950,66.7
28203,1DOWPS,2016-08-31,8.0,AAH02RDC9JA2,475.0
28057,4SOUHC,2016-03-31,10.0,PMLN6530,40.0
28213,1VALTP,2016-04-29,2.0,AAH02RDC9JA2,476.25
28213,1VALTP,2016-04-29,2.0,PMMN4073,70.0
28214,*700,2016-04-15,4.0,AAH02RDC9JA2,475.0
27409,1GERBP,2016-03-31,15.0,2880376E84,6.0
27409,1GERBP,2016-03-31,1.0,INSTALL,40.0
28219,1HARFI,2016-05-27,3.0,H3492,265.25
23874,1SHIPS,2016-03-31,15.0,SEC1223XPR5000,145.0
28236,1ROSCA,2016-04-15,5.0,AAH01QDC9JA2,465.0
28236,1ROSCA,2016-04-15,5.0,PMMN4013,73.5
28236,1ROSCA,2016-04-15,5.0,NNTN4497,60.0
28237,1KERRY,2016-04-29,3.0,AAM02QPH9JA1,561.0
28237,1KERRY,2016-04-29,3.0,0180352A11,12.0
28237,1KERRY,2016-04-29,3.0,0180355A80,28.5
28249,1PRIDG,2016-04-15,1.0,AAH01QDC9JA2,481.0
28250,4BERSH,2016-09-23,1.0,P4704UINT13A,600.0
28250,4BERSH,2016-09-23,1.0,RP47UINT13,90.0
28250,4BERSH,2016-09-23,1.0,SP47BS13,75.0
28250,4BERSH,2016-09-23,1.0,S4705UINT13,1000.0
28250,4BERSH,2016-09-23,1.0,ACINTBHG,60.0
28250,4BERSH,2016-09-23,1.0,ENT2B3R,150.0
28250,4BERSH,2016-09-23,1.0,ENT2B3B,150.0
28250,4BERSH,2016-09-23,1.0,XT4DSB,130.0
28250,4BERSH,2016-09-23,1.0,XT4DSR,130.0
28250,4BERSH,2016-09-23,1.0,WB47NPUINT13,200.0
28250,4BERSH,2016-09-23,1.0,CMMCMTSALT17,525.0
28250,4BERSH,2016-09-23,1.0,MISC150,150.0
28250,4BERSH,2016-09-23,1.0,RRA4983,60.0
28251,4BERSH,2016-09-20,1.0,P4704UINT13A,600.0
28251,4BERSH,2016-09-20,1.0,RP47UINT13,90.0
28251,4BERSH,2016-09-20,1.0,SP47BS13,75.0
28251,4BERSH,2016-09-20,1.0,S4705UINT13,1000.0
28251,4BERSH,2016-09-20,2.0,FPBLNK2,10.0
28251,4BERSH,2016-09-20,3.0,FPBLNK1,10.0
28251,4BERSH,2016-09-20,1.0,ACINTBHG,60.0
28251,4BERSH,2016-09-20,1.0,ENT2B3R,150.0
28251,4BERSH,2016-09-20,1.0,ENT2B3B,150.0
28251,4BERSH,2016-09-20,1.0,XT4DSB,130.0
28251,4BERSH,2016-09-20,1.0,XT4DSR,130.0
28251,4BERSH,2016-09-20,1.0,WB47NPUINT13,200.0
28251,4BERSH,2016-09-20,1.0,CMMCMTSALT17,525.0
28251,4BERSH,2016-09-20,1.0,MISC150,150.0
28251,4BERSH,2016-09-20,1.0,RRA4983,60.0
28252,4BERSH,2016-08-12,1.0,P4704UINT13A,600.0
28252,4BERSH,2016-08-12,1.0,RP47UINT13,90.0
28252,4BERSH,2016-08-12,1.0,SP47BS13,75.0
28252,4BERSH,2016-08-12,1.0,S4705UINT13,1000.0
28252,4BERSH,2016-08-12,1.0,ACINTBHG,60.0
28252,4BERSH,2016-08-12,1.0,ENT2B3R,150.0
28252,4BERSH,2016-08-12,1.0,ENT2B3B,150.0
28252,4BERSH,2016-08-12,1.0,XT4DSB,130.0
28252,4BERSH,2016-08-12,1.0,XT4DSR,130.0
28252,4BERSH,2016-08-12,1.0,WB47NPUINT13,200.0
28252,4BERSH,2016-08-12,1.0,CMMCMTSALT17,525.0
28252,4BERSH,2016-08-12,1.0,MISC150,150.0
28252,4BERSH,2016-08-12,1.0,RRA4983,60.0
28253,4BERSH,2016-07-22,1.0,P4704UINT13A,600.0
28253,4BERSH,2016-07-22,1.0,RP47UINT13,90.0
28253,4BERSH,2016-07-22,1.0,SP47BS13,75.0
28253,4BERSH,2016-07-22,1.0,S4705UINT13,1000.0
28253,4BERSH,2016-07-22,1.0,ACINTBHG,60.0
28253,4BERSH,2016-07-22,1.0,ENT2B3R,150.0
28253,4BERSH,2016-07-22,1.0,ENT2B3B,150.0
28253,4BERSH,2016-07-22,1.0,XT4DSB,130.0
28253,4BERSH,2016-07-22,1.0,XT4DSR,130.0
28253,4BERSH,2016-07-22,1.0,WB47NPUINT13,200.0
