,customer,invoice_date,qty_shipped,item,description,item_price,customer,industry,contact_owner,lifetime_sales,first_sale,county,market_opportunity,%_market_opp
2495,1GUAPR,2016-02-29,1.0,QA00505,MOTO IMPRES REMOTE SPKR MIC,76.0,1GUAPR,Manufacturing,Kelly Hoek,35554.07,11/01/1999,Ottawa,825673.0,0.309
2496,1AMSEC,2016-09-29,2.0,X265UM,HI PERFORMANCE PRESELECTOR,400.0,1AMSEC,Manufacturing,Pat McBride,113689.07,7/25/2014,Ottawa,825673.0,0.309
2497,1AMSEC,2016-09-29,2.0,X182UM,MOTO ADD:DUPLEXER UHF 435-470,1104.0,1AMSEC,Manufacturing,Pat McBride,113689.07,7/25/2014,Ottawa,825673.0,0.309
2498,1GUAPR,2016-02-29,1.0,PMLN7008,MOTO CARRY ACCESSORY-BELT CLIP,10.2,1GUAPR,Manufacturing,Kelly Hoek,35554.07,11/01/1999,Ottawa,825673.0,0.309
2499,1AMSEC,2016-09-29,4.0,0112004B04,CABLE  N-MALE/N-MALE  2',85.0,1AMSEC,Manufacturing,Pat McBride,113689.07,7/25/2014,Ottawa,825673.0,0.309
2500,1AMSEC,2016-09-29,2.0,MAST,MAST,75.0,1AMSEC,Manufacturing,Pat McBride,113689.07,7/25/2014,Ottawa,825673.0,0.309
2501,1GUAPR,2016-02-29,1.0,NNTN8560,MOTO BATT IMPRESS LIION IP67,131.75,1GUAPR,Manufacturing,Kelly Hoek,35554.07,11/01/1999,Ottawa,825673.0,0.309
2502,1AMSEC,2016-09-29,2.0,DB404B,UHF BROADBAND ANTENNA,448.0,1AMSEC,Manufacturing,Pat McBride,113689.07,7/25/2014,Ottawa,825673.0,0.309
2503,1GUAPR,2016-03-11,1.0,AAH56RDC9KA1,XPR7350 UHF PORTABLE 4W 32CH,810.0,1GUAPR,Manufacturing,Kelly Hoek,35554.07,11/01/1999,Ottawa,825673.0,0.309
2504,1GUAPR,2016-03-11,1.0,QA00505,MOTO IMPRES REMOTE SPKR MIC,76.0,1GUAPR,Manufacturing,Kelly Hoek,35554.07,11/01/1999,Ottawa,825673.0,0.309
2505,1GUAPR,2016-03-11,1.0,PMLN7008,MOTO CARRY ACCESSORY-BELT CLIP,10.2,1GUAPR,Manufacturing,Kelly Hoek,35554.07,11/01/1999,Ottawa,825673.0,0.309
2506,1GUAPR,2016-03-11,1.0,NNTN8560,MOTO BATT IMPRESS LIION IP67,131.75,1GUAPR,Manufacturing,Kelly Hoek,35554.07,11/01/1999,Ottawa,825673.0,0.309
2507,1AMSEC,2016-09-29,1.0,MISC100,MISCELLANEOUS HARDWARE,100.0,1AMSEC,Manufacturing,Pat McBride,113689.07,7/25/2014,Ottawa,825673.0,0.309
2510,1HAWOR,2016-02-29,1.0,AAH01JDC9JC2,CP200D VHF 5W ND ANALOG,339.5,1HAWOR,Manufacturing,Kelly Hoek,78468.79,11/01/1999,Ottawa,825673.0,0.309
2511,1ZEEFS,2016-02-29,10.0,AAH56RDN9KA1,XPR7550 UHF PORTABLE 4W 1000CH,749.0,1ZEEFS,Agriculture,Kelly Hoek,68913.25,11/01/1999,Ottawa,825673.0,0.309
2512,1ZEEFS,2016-02-29,10.0,QA02309,IMPRES HI-CAP LI-ION BATT OPT.,50.0,1ZEEFS,Agriculture,Kelly Hoek,68913.25,11/01/1999,Ottawa,825673.0,0.309
2513,1SUNMA,2016-08-12,1.0,AAR10QCGANQ1AN,MOTO SLR 5700 403-470 1-50W,3640.55,1SUNMA,Healthcare,Kelly Hoek,64147.13,11/01/1999,Ottawa,825673.0,0.309
2514,1SUNMA,2016-08-12,1.0,DB630C,UHF OMNI FIBERGLAS BASE ANT.,745.0,1SUNMA,Healthcare,Kelly Hoek,64147.13,11/01/1999,Ottawa,825673.0,0.309
2515,1SUNMA,2016-08-12,1.0,AAH81QCN9NA2,MOTO SL7550 403-470 2W BT/GOB,799.0,1SUNMA,Healthcare,Kelly Hoek,64147.13,11/01/1999,Ottawa,825673.0,0.309
2517,1HOLEN,2016-02-19,1.0,QA00194,VHF STUBBY ANTENNA  146-162MHZ,9.75,1HOLEN,Manufacturing,Kelly Hoek,29821.95,11/01/1999,Ottawa,825673.0,0.309
2518,7CCECD,2016-02-12,1.0,VG5530-LVZ-M-GEN,CALAMP VANGAURD 5530 VZ LTE,679.15,7CCECD,911 & Dispatch,Jessica Spindler,1011834.96,11/01/1999,Emmet,80040.0,0.131
2519,7CCECD,2016-02-12,1.0,RMWLF3CWHT180,MOBILEMARK 1.7-2.7 GHZ 3DBI,76.0,7CCECD,911 & Dispatch,Jessica Spindler,1011834.96,11/01/1999,Emmet,80040.0,0.131
2520,7CCECD,2016-02-12,1.0,SMW3053C002WHT180,MOBILE MARK COMBO GPS/CELL ANT,142.0,7CCECD,911 & Dispatch,Jessica Spindler,1011834.96,11/01/1999,Emmet,80040.0,0.131
2522,1HERMI,2016-02-29,1.0,AAH01QDC9JA2,CP200D UHF 4W ND,391.0,1HERMI,Manufacturing,Kelly Hoek,77184.54,11/01/1999,Ottawa,825673.0,0.309
2523,1COORI,2016-03-11,1.0,AAM28JQC9KA1,XPR5350 MOBILE VHF 45W 32CH,630.0,1COORI,K12 Education,Jessica Spindler,7577.75,10/08/2015,Roscommon,55477.0,0.283
2524,1COORI,2016-03-11,1.0,RKN4136,MOTO IGNITION SWITCH CABLE,35.0,1COORI,K12 Education,Jessica Spindler,7577.75,10/08/2015,Roscommon,55477.0,0.283
2525,1COORI,2016-03-11,1.0,PMAN4000,GPS THRU HOLE MOUNT ANTENNA,75.5,1COORI,K12 Education,Jessica Spindler,7577.75,10/08/2015,Roscommon,55477.0,0.283
2526,1COORI,2016-03-11,1.0,HAD4008,ANTENNA KIT QUARTER WAVE,19.5,1COORI,K12 Education,Jessica Spindler,7577.75,10/08/2015,Roscommon,55477.0,0.283
2527,1COORI,2016-03-11,1.0,INSTALL,INSTALLATION LABOR,240.0,1COORI,K12 Education,Jessica Spindler,7577.75,10/08/2015,Roscommon,55477.0,0.283
2528,1ZEEFS,2016-02-29,10.0,NNTN4852,BATT NIMH 1300MAH FM,93.5,1ZEEFS,Agriculture,Kelly Hoek,68913.25,11/01/1999,Ottawa,825673.0,0.309
2529,1AMSEC,2016-09-29,275.0,LMR600,"TIMES 1/2"" FOAM CABLE LMR-600",2.25,1AMSEC,Manufacturing,Pat McBride,113689.07,7/25/2014,Ottawa,825673.0,0.309
2530,1ROEMO,2016-03-11,2.0,AAH02JDH9JA2,MOTO XPR3500 136-174 128CH,490.0,1ROEMO,Government Services,Jessica Spindler,1230.0,9/16/2013,Roscommon,55477.0,0.283
2531,1ROEMO,2016-03-11,2.0,QA02300,IMPRES LI-ION BATTERY OPTION,25.0,1ROEMO,Government Services,Jessica Spindler,1230.0,9/16/2013,Roscommon,55477.0,0.283
2532,1ROEMO,2016-03-11,2.0,QA02772,MOTO OPT:IMPRESS NC MIC,75.0,1ROEMO,Government Services,Jessica Spindler,1230.0,9/16/2013,Roscommon,55477.0,0.283
2533,1PARTO,2016-02-19,2.0,A03JAC9JA2,MOTO MIN VI PAGER VHF 143-174,392.25,1PARTO,Fire & EMS,Keith Johnson,39121.72,11/01/1999,Ottawa,825673.0,0.309
2536,1SUNMA,2016-08-12,2.0,EZ600NFX,TIMES N FEMALE CRIMP CONNCTR,20.0,1SUNMA,Healthcare,Kelly Hoek,64147.13,11/01/1999,Ottawa,825673.0,0.309
2537,1DAVEN,2016-06-27,1.0,ISOBAR12 ULTRA,TRIPP LITE-RACK MOUNT 12 OUTLT,128.0,1DAVEN,Colleges & Universities,Skip Petrovich,138927.31,7/28/2003,Kent,1601574.0,0.421
2538,1SUNMA,2016-08-12,2.0,EZ400NMHX,TIMES MICROWAVE LMR400 CONNCTR,12.0,1SUNMA,Healthcare,Kelly Hoek,64147.13,11/01/1999,Ottawa,825673.0,0.309
2539,1SUNMA,2016-08-12,1.0,ISOBAR12 ULTRA,TRIPP LITE-RACK MOUNT 12 OUTLT,169.6,1SUNMA,Healthcare,Kelly Hoek,64147.13,11/01/1999,Ottawa,825673.0,0.309
2540,1DAVEN,2016-06-27,1.0,DB404B,UHF BROADBAND ANTENNA,443.0,1DAVEN,Colleges & Universities,Skip Petrovich,138927.31,7/28/2003,Kent,1601574.0,0.421
2541,1GRHAT,2016-02-29,2.0,AAH01QDC9JC2,CP200D UHF 4W ND ANALOG,363.0,1GRHAT,Government Services,Keith Johnson,5698.43,9/29/2008,Ottawa,825673.0,0.309
2542,1DAVEN,2016-06-27,100.0,LMR600,"TIMES 1/2"" FOAM CABLE LMR-600",2.25,1DAVEN,Colleges & Universities,Skip Petrovich,138927.31,7/28/2003,Kent,1601574.0,0.421
2543,1DAVEN,2016-06-27,25.0,LMR400,"TIMES MICROWAVE 3/8"" COAXIAL",1.2,1DAVEN,Colleges & Universities,Skip Petrovich,138927.31,7/28/2003,Kent,1601574.0,0.421
2544,1DAVEN,2016-06-27,1.0,ISOBAR12 ULTRA,TRIPP LITE-RACK MOUNT 12 OUTLT,128.0,1DAVEN,Colleges & Universities,Skip Petrovich,138927.31,7/28/2003,Kent,1601574.0,0.421
2545,1DAVEN,2016-06-27,1.0,DB404B,UHF BROADBAND ANTENNA,443.0,1DAVEN,Colleges & Universities,Skip Petrovich,138927.31,7/28/2003,Kent,1601574.0,0.421
2546,1DAVEN,2016-06-27,1.0,WSHS2114,"PLAIN PIPE 2-3/8"" X 114""",74.4,1DAVEN,Colleges & Universities,Skip Petrovich,138927.31,7/28/2003,Kent,1601574.0,0.421
2547,1PORFD,2016-03-11,5.0,A03JAC9JA1,MOTO M6 PAGER 143-174 MHZ,441.0,1PORFD,Fire & EMS,Keith Johnson,15428.38,11/01/1999,Ottawa,825673.0,0.309
2548,4TRIFD,2016-03-11,1.0,MISC50,MISCELLANEOUS HARDWARE,50.0,4TRIFD,Fire & EMS,Tom Gillespie,13757.39,11/01/1999,Berrien,510290.0,0.291
2553,1CRASD,2016-05-20,1.0,AAH02JDC9JA2,XPR 3300 136-174M 16CH,475.0,1CRASD,K12 Education,Jessica Spindler,6541.93,10/16/2013,Crawford,5375.0,4.437
2554,1SAUFD,2016-02-29,2.0,RLN6551,MOTO LONG RANGE WIRELESS RSM,425.0,1SAUFD,Fire & EMS,Keith Johnson,20031.1,11/01/1999,Allegan,318656.0,0.149
2555,7MUNME,2016-04-15,12.0,PMNN4403,BATTERY FOR APX RADIO,92.25,7MUNME,Healthcare,Jessica Spindler,195886.44,11/01/1999,Grand Traverse,215459.0,0.205
2559,1ROSCA,2016-03-31,2.0,AAH01QDC9JA2,CP200D UHF 4W ND,465.0,1ROSCA,Manufacturing,Skip Petrovich,62902.0,4/13/2011,Kent,1601574.0,0.421
2562,1BISSE,2016-03-28,3.0,AAH56RDN9KA1,XPR7550 UHF PORTABLE 4W 1000CH,880.0,1BISSE,Manufacturing,Skip Petrovich,56020.78,11/01/1999,Kent,1601574.0,0.421
2563,1BISSE,2016-03-28,3.0,PMMN4025,IMPRES REMOTE SPEAKER MIC,93.0,1BISSE,Manufacturing,Skip Petrovich,56020.78,11/01/1999,Kent,1601574.0,0.421
2569,1POKPP,2016-06-30,1.0,CVS2500CHGR1,"HAVIS CONSOLE 25"" DEEP CONSOLE",325.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
2570,1POKPP,2016-06-30,1.0,CCUP2I,"HAVIS DUAL CUP HOLDER 4""",36.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
2571,1POKPP,2016-06-30,1.0,CARM101,HAVIS TOP MNT ARM REST,59.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
2572,1POKPP,2016-06-30,3.0,CHDM204,"HAVIS POLE, TELE, HDM, SDMT",140.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
2573,1POKPP,2016-06-30,2.0,RRA4983,ANTENNA/ MOBILE 806-900 MHZ,60.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
2574,1POKPP,2016-06-30,2.0,345146,GPS/CELLULAR SURFACE MNT,123.95,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
2575,1POKPP,2016-06-30,3.0,CUMM101,"HAVIS MNTR,UNVMT,BASE",110.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
2576,1POKPP,2016-06-30,3.0,CADP110,"HAVIS FXDADP, BRKT, KIT, DEVMT",20.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
2577,1POKPP,2016-06-30,3.0,CMD102,HAVIS SWING ARM W/MOTION ADAP.,269.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
2578,1POKPP,2016-06-30,3.0,PKGKB102,HAVIS IV KEYBOARD & MNTG PLATE,460.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
2579,1EATSD,2016-02-29,8.0,AAH25SDF9AA5,HT1250 UHF 128CH DISPLAY LKP,200.0,1EATSD,Law Enforcement,Skip Petrovich,19627.32,12/20/2007,Eaton,365290.0,0.12
2580,1LEECS,2016-03-11,11.0,PMMN4071,MOTO IMPRESS RSM LARGE 3.5 JCK,85.0,1LEECS,Law Enforcement,Jessica Spindler,27704.41,11/01/1999,Leelanau,47091.0,0.015
2581,7EMSHR,2016-03-31,5.0,CF54C9003CM,"PANASONIC: WIN7, i5-5300U",2642.91,7EMSHR,Law Enforcement,Jessica Spindler,253015.27,11/01/1999,Emmet,80040.0,0.131
2582,7EMSHR,2016-03-31,5.0,DSPAN421,HAVIS CF 54 DOCKING STATION,732.0,7EMSHR,Law Enforcement,Jessica Spindler,253015.27,11/01/1999,Emmet,80040.0,0.131
2583,1POKPP,2016-03-11,2.0,5343,GO RHINO PUSH BUMPER,350.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
2584,1POKPP,2016-03-11,2.0,5342WHD,GO RHINO HEAVY DUTY WRAPAROUND,320.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
2585,1POKPP,2016-06-30,10.0,DSPAN7022,"HAVIS DEVMT, DOCKST,PAN,FZ-G1",696.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
2586,1POKPP,2016-06-30,10.0,LPS114,HAVIS 90W PWR SPPLY FOR USE W/,165.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
2587,1MOTUS,2016-02-29,6.0,QA00531,MICROPHONE OPTION (PMMN4013),62.48,1MOTUS,Manufacturing,Kelly Hoek,29438.58,12/24/2014,Ottawa,825673.0,0.309
2591,1WETEC,2016-03-11,2.0,AAH84KDS8AA1,BPR40 VHF 8CH,163.0,1WETEC,Telecommunications,Kelly Hoek,5068.23,11/01/1999,Ottawa,825673.0,0.309
2592,1WETEC,2016-03-11,2.0,PMMN4029,REMOTE SPEAKER MIC/ IP57,63.75,1WETEC,Telecommunications,Kelly Hoek,5068.23,11/01/1999,Ottawa,825673.0,0.309
2593,1ZEEFS,2016-02-29,10.0,PMMN4050,MOTO IMPRES REMOTE SPEAKER MIC,80.75,1ZEEFS,Agriculture,Kelly Hoek,68913.25,11/01/1999,Ottawa,825673.0,0.309
2594,1HAWOR,2016-02-29,1.0,QA00532,REMOTE MIC WITH IP57 RATING,63.75,1HAWOR,Manufacturing,Kelly Hoek,78468.79,11/01/1999,Ottawa,825673.0,0.309
2595,1BUTSE,2016-03-11,20.0,PMMN4041,MOTO IMPRES PSM SPRK MIC,121.0,1BUTSE,Healthcare,Skip Petrovich,86217.37,11/01/1999,Kent,1601574.0,0.421
2596,1BUTSE,2016-03-11,20.0,PMAE4047,PSM UHF STUBBY ANTENNA,8.75,1BUTSE,Healthcare,Skip Petrovich,86217.37,11/01/1999,Kent,1601574.0,0.421
2597,7HARSP,2016-03-11,1.0,AAH02JDH9JA2,MOTO XPR3500 136-174 128CH,525.0,7HARSP,Government Services,Jessica Spindler,11667.91,11/01/1999,Emmet,80040.0,0.131
2598,7HARSP,2016-03-11,1.0,QA02772,MOTO OPT:IMPRESS NC MIC,85.0,7HARSP,Government Services,Jessica Spindler,11667.91,11/01/1999,Emmet,80040.0,0.131
2599,7HARSP,2016-03-11,1.0,HKN9327,MOTO IGNITIONS SENS KIT,15.0,7HARSP,Government Services,Jessica Spindler,11667.91,11/01/1999,Emmet,80040.0,0.131
2600,7HARSP,2016-03-11,1.0,HKN4137,MOTO POWER CABLE,18.0,7HARSP,Government Services,Jessica Spindler,11667.91,11/01/1999,Emmet,80040.0,0.131
2601,7HARSP,2016-03-11,1.0,HAD4008,ANTENNA KIT QUARTER WAVE,19.5,7HARSP,Government Services,Jessica Spindler,11667.91,11/01/1999,Emmet,80040.0,0.131
2603,1AVOAU,2016-03-11,1.0,AAH02RDH9JA2,XPR3500 403-512 128CH LKP,506.25,1AVOAU,Manufacturing,Jessica Spindler,88586.35,9/29/2008,Wexford,67091.0,0.114
2604,1AVOAU,2016-03-11,1.0,PMNN4409,BATTERY IMP LIION FOR XPR,112.0,1AVOAU,Manufacturing,Jessica Spindler,88586.35,9/29/2008,Wexford,67091.0,0.114
2605,1AVOAU,2016-03-11,1.0,PMMN4076,MOTO RSM SMALL 3.5 JACK MIC,75.0,1AVOAU,Manufacturing,Jessica Spindler,88586.35,9/29/2008,Wexford,67091.0,0.114
2606,1AVOAU,2016-03-11,1.0,PMLN4651,"BELT CLIP 2"" FOR MOTOTRBO",11.0,1AVOAU,Manufacturing,Jessica Spindler,88586.35,9/29/2008,Wexford,67091.0,0.114
2608,1OLITO,2016-03-11,3.0,A03JAC9JA2,MOTO MIN VI PAGER VHF 143-174,392.25,1OLITO,Fire & EMS,Keith Johnson,21971.97,11/01/1999,Ottawa,825673.0,0.309
2609,1OLITO,2016-03-11,3.0,RA00641,OPT: 3 YR EXT HARDWARE REPAIR,60.0,1OLITO,Fire & EMS,Keith Johnson,21971.97,11/01/1999,Ottawa,825673.0,0.309
2610,1OLITO,2016-03-11,6.0,RLN5707,MINITOR V NIMH BATTERY PACK,18.27,1OLITO,Fire & EMS,Keith Johnson,21971.97,11/01/1999,Ottawa,825673.0,0.309
2624,4TRIFD,2016-03-31,2.0,A03JAC9JA1,MOTO M6 PAGER 143-174 MHZ,485.0,4TRIFD,Fire & EMS,Tom Gillespie,13757.39,11/01/1999,Berrien,510290.0,0.291
2625,1GNSAM,2016-03-11,10.0,PMNN4071,MAG ONE BATT 1200MAH,29.75,1GNSAM,Manufacturing,Kelly Hoek,31677.26,12/30/2011,Ottawa,825673.0,0.309
2626,1GNSAM,2016-03-11,10.0,PMLN4743,MAG ONE SPRING BELT CLIP,4.25,1GNSAM,Manufacturing,Kelly Hoek,31677.26,12/30/2011,Ottawa,825673.0,0.309
2627,1GNSAM,2016-03-11,1.0,RLN6393,110V MULTI UNIT CHARGER BPR40,382.5,1GNSAM,Manufacturing,Kelly Hoek,31677.26,12/30/2011,Ottawa,825673.0,0.309
2630,1BUTSE,2016-03-28,15.0,PMMN4041,MOTO IMPRES PSM SPRK MIC,121.0,1BUTSE,Healthcare,Skip Petrovich,86217.37,11/01/1999,Kent,1601574.0,0.421
2631,1BUTSE,2016-03-28,15.0,PMAE4047,PSM UHF STUBBY ANTENNA,8.75,1BUTSE,Healthcare,Skip Petrovich,86217.37,11/01/1999,Kent,1601574.0,0.421
2632,1BUTSE,2016-03-28,6.0,PMNN4066,IMPRES LI-ION BATTERY,88.0,1BUTSE,Healthcare,Skip Petrovich,86217.37,11/01/1999,Kent,1601574.0,0.421
2636,7CHEBS,2016-04-22,4.0,AAM01QPC9JA1,MOTO CM200D 403-470 40W MOBILE,555.0,7CHEBS,K12 Education,Jessica Spindler,49820.15,11/01/1999,Cheboygan,64817.0,0.402
2637,7CHEBS,2016-04-22,4.0,HAE4002,MOTO ANTENNA ROOF TOP UHF,27.75,7CHEBS,K12 Education,Jessica Spindler,49820.15,11/01/1999,Cheboygan,64817.0,0.402
2638,7CHEBS,2016-04-22,4.0,HKN9327,MOTO IGNITIONS SENS KIT,15.0,7CHEBS,K12 Education,Jessica Spindler,49820.15,11/01/1999,Cheboygan,64817.0,0.402
2641,1WATPD,2016-04-22,2.0,C30903,HAVIS UNIV LAPTOP MOUNT,220.0,1WATPD,Law Enforcement,Tom Gillespie,20609.54,9/29/2008,Berrien,510290.0,0.291
2642,1WATPD,2016-04-22,2.0,CHDM204,"HAVIS POLE, TELE, HDM, SDMT",160.0,1WATPD,Law Enforcement,Tom Gillespie,20609.54,9/29/2008,Berrien,510290.0,0.291
2643,1CASSC,2016-06-03,1.0,ES100,FED SIG DYNAMAX COMPACT SPKR,220.0,1CASSC,Law Enforcement,Tom Gillespie,86977.28,6/05/2012,Cass,121875.0,0.073
2644,1CASSC,2016-06-03,1.0,ESBU,ES100 UNIVERSAL BAIL BRACKET,30.0,1CASSC,Law Enforcement,Tom Gillespie,86977.28,6/05/2012,Cass,121875.0,0.073
2645,1CASSC,2016-06-03,1.0,CCMC18,"TROY 18"" SLOPED CONSOLE",385.0,1CASSC,Law Enforcement,Tom Gillespie,86977.28,6/05/2012,Cass,121875.0,0.073
2646,1CASSC,2016-06-03,1.0,FPC33892,FACEPLATE MASTERCOM,40.0,1CASSC,Law Enforcement,Tom Gillespie,86977.28,6/05/2012,Cass,121875.0,0.073
2647,1CASSC,2016-06-03,1.0,ACINBHG,"TROY 4"" INTL BEV HOLDER W/FNGR",50.0,1CASSC,Law Enforcement,Tom Gillespie,86977.28,6/05/2012,Cass,121875.0,0.073
2648,1CASSC,2016-06-03,1.0,3892L6,CODE 3 MASTERCOM B SIREN,450.0,1CASSC,Law Enforcement,Tom Gillespie,86977.28,6/05/2012,Cass,121875.0,0.073
2649,1CASSC,2016-06-03,1.0,TAD6113,ANTENNA QUARTER WAVE 152-162,19.5,1CASSC,Law Enforcement,Tom Gillespie,86977.28,6/05/2012,Cass,121875.0,0.073
2650,1CASSC,2016-06-03,1.0,RRA4983,ANTENNA/ MOBILE 806-900 MHZ,57.5,1CASSC,Law Enforcement,Tom Gillespie,86977.28,6/05/2012,Cass,121875.0,0.073
2651,1CASSC,2016-06-03,1.0,RESCUE,AA REMOTE DOOR OPENING SYSTEM,625.0,1CASSC,Law Enforcement,Tom Gillespie,86977.28,6/05/2012,Cass,121875.0,0.073
2652,1CASSC,2016-06-03,1.0,MISC200,MISCELLANEOUS HARDWARE,200.0,1CASSC,Law Enforcement,Tom Gillespie,86977.28,6/05/2012,Cass,121875.0,0.073
2653,1WATPD,2016-04-22,2.0,LPS102,HAVIS POWER SUPPLY,180.0,1WATPD,Law Enforcement,Tom Gillespie,20609.54,9/29/2008,Berrien,510290.0,0.291
2654,1WATPD,2016-04-22,2.0,MISC25,MISCELLANEOUS HARDWARE,25.0,1WATPD,Law Enforcement,Tom Gillespie,20609.54,9/29/2008,Berrien,510290.0,0.291
2655,1FOURW,2016-10-07,1.0,CVS1308INUT,"HAVIS 21"" CONSOLE",360.0,1FOURW,Hospitality,Tom Gillespie,1123935.02,1/29/2008,Berrien,510290.0,0.291
2656,1FOURW,2016-10-07,1.0,CCUP2IA11,HAVIS DUAL INTRNL CUP HOLDER,40.0,1FOURW,Hospitality,Tom Gillespie,1123935.02,1/29/2008,Berrien,510290.0,0.291
2657,1FOURW,2016-10-07,1.0,CARM101,HAVIS TOP MNT ARM REST,70.0,1FOURW,Hospitality,Tom Gillespie,1123935.02,1/29/2008,Berrien,510290.0,0.291
2658,1FOURW,2016-10-07,2.0,119060A00,SHO-ME LED MICRO-LITE,190.0,1FOURW,Hospitality,Tom Gillespie,1123935.02,1/29/2008,Berrien,510290.0,0.291
2659,1FOURW,2016-10-07,1.0,05.5540.000,SHO-ME 7 POS SWITCH BOX,160.0,1FOURW,Hospitality,Tom Gillespie,1123935.02,1/29/2008,Berrien,510290.0,0.291
2660,1FOURW,2016-10-07,1.0,LPX45D,"FED SIG DISCRETE LPX 45"" LB",1200.0,1FOURW,Hospitality,Tom Gillespie,1123935.02,1/29/2008,Berrien,510290.0,0.291
2661,1SMGDV,2016-03-11,10.0,HNN9008,"PREMIUM, NIMH, 1500 MAH, 7.2V",48.0,1SMGDV,Hospitality,Skip Petrovich,10664.51,4/05/2004,Kent,1601574.0,0.421
2662,1SMGDV,2016-03-11,20.0,NNTN4497,LIION BATTERY 2190 MAH,73.5,1SMGDV,Hospitality,Skip Petrovich,10664.51,4/05/2004,Kent,1601574.0,0.421
2663,1SMGDV,2016-03-11,20.0,PMAE4016,MOTO UHF WHIP ANT (403-520),11.75,1SMGDV,Hospitality,Skip Petrovich,10664.51,4/05/2004,Kent,1601574.0,0.421
2664,1EGETO,2016-03-31,1.0,AAM28JQN9KA1,XPR5550 VHF MOBILE 45W 1000CH,716.0,1EGETO,Fire & EMS,Pat McBride,22473.96,11/01/1999,Muskegon,281690.0,0.176
2665,1EGETO,2016-03-31,1.0,GA00036,ALT:SMART H/D MIC,30.0,1EGETO,Fire & EMS,Pat McBride,22473.96,11/01/1999,Muskegon,281690.0,0.176
2666,1EGETO,2016-03-31,1.0,RKN4136,MOTO IGNITION SWITCH CABLE,35.0,1EGETO,Fire & EMS,Pat McBride,22473.96,11/01/1999,Muskegon,281690.0,0.176
2667,1EGETO,2016-03-31,1.0,RSN4004,5W EXT. SPEAKER,40.0,1EGETO,Fire & EMS,Pat McBride,22473.96,11/01/1999,Muskegon,281690.0,0.176
2669,7EMAMB,2016-06-10,1.0,AAM28JQN9KA1,XPR5550 VHF MOBILE 45W 1000CH,764.0,7EMAMB,Fire & EMS,Jessica Spindler,119689.2,9/29/2014,Emmet,80040.0,0.131
2670,7EMAMB,2016-06-10,1.0,HAD4008,ANTENNA KIT QUARTER WAVE,19.5,7EMAMB,Fire & EMS,Jessica Spindler,119689.2,9/29/2014,Emmet,80040.0,0.131
2671,7EMAMB,2016-06-10,1.0,RKN4136,MOTO IGNITION SWITCH CABLE,35.0,7EMAMB,Fire & EMS,Jessica Spindler,119689.2,9/29/2014,Emmet,80040.0,0.131
2672,1HILIT,2016-03-28,2.0,AAH01QDC9JA2,CP200D UHF 4W ND,435.0,1HILIT,Manufacturing,Pat McBride,67967.41,7/24/2012,Muskegon,281690.0,0.176
2673,4TRIFD,2016-03-11,1.0,ETHFSSSP,SOLID STATE FLASHER SELECT-A-,74.8,4TRIFD,Fire & EMS,Tom Gillespie,13757.39,11/01/1999,Berrien,510290.0,0.291
2674,4TRIFD,2016-03-11,1.0,ETFBSSNP,SOLID STATE FLASHBACK,65.7,4TRIFD,Fire & EMS,Tom Gillespie,13757.39,11/01/1999,Berrien,510290.0,0.291
2675,1CASSC,2016-06-03,1.0,RX2700CC,"CODE 3 RX2700CC 47"" LIGHTBAR",1600.0,1CASSC,Law Enforcement,Tom Gillespie,86977.28,6/05/2012,Cass,121875.0,0.073
2676,1CASSC,2016-06-03,1.0,TRX6B,CODE3 T-REX LED LIGHTS,90.0,1CASSC,Law Enforcement,Tom Gillespie,86977.28,6/05/2012,Cass,121875.0,0.073
2677,1CASSC,2016-06-03,1.0,TRX6R,CODE3 T-REX LED LIGHTS,90.0,1CASSC,Law Enforcement,Tom Gillespie,86977.28,6/05/2012,Cass,121875.0,0.073
2678,1CASSC,2016-06-03,2.0,XT3LBKT,CODE 3 XT3 90 DEGREE BRACKET,10.0,1CASSC,Law Enforcement,Tom Gillespie,86977.28,6/05/2012,Cass,121875.0,0.073
