ORDER #,CUSTOMER #,INVOICE DATE,QTY SHIPPED,ITEM #,DESCRIPTION,ITEM PRICE
24768,*700,2015-10-23,1.0,MISC100,COAX CONNECTORS,100.0
24768,*700,2015-10-23,1.0,DB404B,UHF BROADBAND ANTENNA,429.0
24769,4STUPD,2015-08-07,1.0,RMN5050,LTD DESKTOP MOBILE MIC,110.0
24791,1AMBFD,2015-09-25,1.0,A03JAC9JA2,MOTO MIN VI PAGER VHF 143-174,430.0
24794,1GEOTF,2015-09-11,3.0,A03JAC9JA1,MOTO M6 PAGER 143-174 MHZ,441.0
24794,1GEOTF,2015-09-11,2.0,RLN5703,CHARGER-MINITOR V,32.73
24794,1GEOTF,2015-09-11,12.0,RLN5707,MINITOR V NIMH BATTERY PACK,18.28
24791,1AMBFD,2015-09-25,5.0,RLN5703,CHARGER-MINITOR V,38.5
24136,1FREME,2015-08-28,12.0,PMNN4407,"MOTO BATTERY PACK, LI-ION",68.0
24136,1FREME,2015-08-28,1.0,X340MT,MOTO ADD:UHF 100W POWER,2720.0
24136,1FREME,2015-08-28,1.0,X265UM,HI PERFORMANCE PRESELECTOR,400.0
24136,1FREME,2015-08-28,1.0,9175300H06,MOTO UHF DUPLEXER 435-470MHZ,1140.0
24584,1PONPO,2015-09-30,1.0,AAR10JCGANQ1AN,MOTO SLR 5700 REPEATER 137-174,2325.0
24735,1PADNI,2015-08-07,1.0,AAM28TRC9KA1,MOTO XPR 5350 450-512 40W MBLE,589.0
24795,4BERSH,2015-08-31,2.0,KE21S,SETCOM HALF HELMET KIT,270.0
24796,1HOLBP,2015-09-04,2.0,AAH65RDF9AA3,PR400  UHF 32 CH  1-4W,437.0
24796,1HOLBP,2015-09-04,2.0,QA00746,NNTN4852 FM BATTERY AND RAPID-,58.0
24796,1HOLBP,2015-09-04,2.0,QA00532,REMOTE MIC WITH IP57 RATING,63.75
24790,7WEXCS,2015-10-30,1.0,HKN9327,MOTO IGNITIONS SENS KIT,15.0
24808,1PERRI,2015-08-21,1.0,AAM28QPN9KA1,XPR5550 UHF MOBILE 40W 1000CH,659.79
24808,1PERRI,2015-08-21,1.0,0180355A80,SPECTRUM MAGNETIC MNT  MINIUHF,29.28
24808,1PERRI,2015-08-21,1.0,0183938B06,ANTENNA ROD  450-470 MHZ,8.1
24808,1PERRI,2015-08-21,1.0,SEC1223XPR5000,SAMLEX POWER SUPPLY XPR5000,149.43
24826,1DSSI,2015-08-21,6.0,AAH84RCJ8AA1,MOTO BPR40 UHF 4W 16CH NAVY,233.75
24828,1MERAM,2015-10-30,57.0,AAM28QPN9KA1,XPR5550 UHF MOBILE 40W 1000CH,602.0
24828,1MERAM,2015-10-30,85.0,AAH56RDN9KA1,XPR7550 UHF PORTABLE 4W 1000CH,720.0
24828,1MERAM,2015-10-30,55.0,HAE4003,MOTO UNITY GAIN ANT KIT,18.0
24828,1MERAM,2015-10-30,2.0,L3598AC,MOTO MIP5000 VOIP MOTOTRBO,680.0
24828,1MERAM,2015-10-30,2.0,SETUP MIP GATEWAYS,SETUP GATEWAYS INSTALL CONTROL,650.0
24829,7CCECD,2015-08-07,1.0,DARROW BROS,EXCAVATING / CRANE PAD,2955.5
24829,7CCECD,2015-08-07,1.0,7%,7% CONSTRUCTION MANAGEMENT FEE,206.89
24833,1GRTFD,2015-08-07,1.0,A03JAC9JA2,MOTO MIN VI PAGER VHF 143-174,392.25
24171,7CHORC,2015-09-30,1.0,9175300H06,MOTO UHF DUPLEXER 435-470MHZ,1035.0
24709,1GERBP,2015-08-31,1.0,AAM28QNC9KA1,XPR5350 UHF MOBILE 25W 32CH,580.0
24851,1GERBP,2015-08-21,1.0,AAM28QNC9KA1,XPR5350 UHF MOBILE 25W 32CH,580.0
24851,1GERBP,2015-08-21,2.0,AAH01QDC9JA2,CP200D UHF 4W ND,435.0
24853,1AMBFD,2015-08-21,1.0,A03JAC9JA2,MOTO MIN VI PAGER VHF 143-174,430.0
24853,1AMBFD,2015-08-21,5.0,RLN5707,MINITOR V NIMH BATTERY PACK,21.5
24347,1GHDPS,2015-08-14,1.0,492878,PHANTOM ANTENNA 155-160,115.79
22894,1ZEEFD,2015-08-31,1.0,AM302220MTR,AMERICAN PRODUCTS MTR SERIES,441.55
24709,1GERBP,2015-08-31,1.0,TR10,TONE REMOTE CPI,377.76
24873,1BUTSE,2015-08-31,1.0,AAM28QPN9KA1,XPR5550 UHF MOBILE 40W 1000CH,747.0
24873,1BUTSE,2015-08-31,1.0,HAE4003,MOTO UNITY GAIN ANT KIT,20.0
24876,1BUTSE,2015-08-21,1.0,FCC LICENSE,FCC License Renewal,250.0
24885,1TRAPR,2015-09-04,1.0,AAH73WCF9NA5,DTR650 1W 900MHZ DIGITAL PRTBL,260.0
24886,*700,2015-08-21,4.0,P24VPC03D2,VL50 UHF 1W 8CH BLACK,159.0
22833,1OVEAS,2015-09-04,1.0,SEC1212SM,SAMLEX PWR SUPPLY W/RADIO CVR,145.0
24894,1HILIT,2015-08-31,1.0,AAH01QDC9JA2,CP200D UHF 4W ND,440.0
24911,823,2015-08-13,1.0,73308-724-44,"TACLITE SHORT 11""",28.832
24916,4VANCS,2015-11-20,4.0,ES100,FED SIG DYNAMAX COMPACT SPKR,210.0
24916,4VANCS,2015-11-20,4.0,ESBEXP07,FED SIG SPK BRACKET,25.0
24916,4VANCS,2015-11-20,3.0,P4704UINT13A,PRO-GARD C/SLDE WNDW PARTITION,580.0
24916,4VANCS,2015-11-20,3.0,RP47UINT13,PRO-GARD FORD UTILITY INTRCPTR,90.0
24916,4VANCS,2015-11-20,3.0,SP47BS13,PRO-GARD LWR EXT PANEL BS,70.0
24916,4VANCS,2015-11-20,4.0,PB47UINT13,PRO-GARD PUSH BUMPER,280.0
24916,4VANCS,2015-11-20,4.0,IPX3003,FED SIG IMPAX 3 LED - BLUE,49.0
24916,4VANCS,2015-11-20,4.0,IPX3004,FED SIG IMPAXX 3 LED - RED,49.0
24916,4VANCS,2015-11-20,4.0,RRA4983,ANTENNA/ MOBILE 806-900 MHZ,60.0
24916,4VANCS,2015-11-20,4.0,MISC200,MISCELLANEOUS HARDWARE,200.0
24916,4VANCS,2015-11-20,3.0,S4705UINT13,PRO-GARD REAR SEAT/STEEL SCRN,1000.0
24916,4VANCS,2015-11-20,4.0,CCMC18,"TROY 18"" SLOPED CONSOLE",335.0
24916,4VANCS,2015-11-20,4.0,3892L6,CODE 3 MASTERCOM B SIREN,350.0
24916,4VANCS,2015-11-20,4.0,DS604DS,GUN RACK W/DUAL VERT. MOUNT,330.0
24916,4VANCS,2015-11-20,4.0,FPC33892,FACEPLATE MASTERCOM,40.0
24916,4VANCS,2015-11-20,8.0,FPBLNK2,FACE PLATE 2-INCH	EA-INCH,10.0
24916,4VANCS,2015-11-20,12.0,FPBLNK1,"TROY FP 1"" BLANK",10.0
24922,1KEEBL,2015-08-31,3.0,AAH25RDC9AA3,MOT HT750 PORT UHF 16CH,786.0
24922,1KEEBL,2015-08-31,6.0,HNN9008,"PREMIUM, NIMH, 1500 MAH, 7.2V",64.0
24922,1KEEBL,2015-08-31,6.0,PMAE4003,UHF STUBBY ANTENNA,10.5
24922,1KEEBL,2015-08-31,6.0,PMMN4027,REMOTE SPEAKER MIC,70.0
24865,1POKPP,2015-08-14,6.0,NTN2570,MOTO BLUETOOTH WIRELESS KIT,295.0
24746,1OTTCE,2015-08-21,2.0,SMW3053C002CBLK180,MOBILMARK GPS ANTENNA SRFC MNT,157.0
24746,1OTTCE,2015-08-21,2.0,RMWLF3CBLK180,MOBILEMARK 1.7-2.7GHZ 3DBI,85.87
24746,1OTTCE,2015-08-21,2.0,1409320100,CALAMP FUSION LTE ROUTER,1490.0
24746,1OTTCE,2015-08-21,2.0,3YRWTYFUSION,3 YEAR WARRANTY/FUSION LTE,250.0
24518,1POKPP,2015-08-28,1.0,21TRPL52MCPTPD,"CODE 3 2100 TRI COLOR 52""",1750.0
22894,1ZEEFD,2015-08-31,1.0,103493,"NELLO 60""H NON-PENT MOUNT",158.56
22894,1ZEEFD,2015-08-31,1.0,472603,NELLO MAT KIT,17.69
22894,1ZEEFD,2015-08-31,1.0,MFB1503,PCTEL 3 dBd GAIN FIBERGLASS,162.88
22894,1ZEEFD,2015-08-31,1.0,ALUM 20',20 FOOT SCHED. 80 ALUM. PIPE,215.0
24937,*700,2015-08-31,2.0,AAH73WCF9NA5,DTR650 1W 900MHZ DIGITAL PRTBL,300.0
24983,1VALTP,2015-09-04,1.0,FCC CONSTRUCTION,FCC Construction Notice file,250.0
24709,1GERBP,2015-08-31,2.0,HSN4040,EXTERNAL SPEAKER,71.5
24994,1OVEFD,2015-09-04,4.0,A03JAC9JA2,MOTO MIN VI PAGER VHF 143-174,392.25
24995,1HOLPS,2015-09-04,2.0,AAM01QPC9JA1,MOTO CM200D 403-470 40W MOBILE,499.2
24995,1HOLPS,2015-09-04,2.0,HAE4003,MOTO UNITY GAIN ANT KIT,18.28
24709,1GERBP,2015-08-31,1.0,FG4500,FG4500 UHF UNITY FG ANTENNA,120.19
24709,1GERBP,2015-08-31,30.0,96201,9913 FLEX RG8 COAX,1.55
24709,1GERBP,2015-08-31,2.0,RFN10063I,N-MALE CRIMP  RG8/LMR400,6.09
24709,1GERBP,2015-08-31,1.0,MISC50,MISCELLANEOUS HARDWARE,50.0
25014,1GERBP,2015-08-31,2.0,PMLN6588,MULTI UNIT CHARGER FOR CP200,435.0
25015,1GERBP,2015-08-31,4.0,PMMN4013,REMOTE SPEAKER MIC,70.0
25015,1GERBP,2015-08-31,6.0,NNTN4497,LIION BATTERY 2190 MAH,70.0
25015,1GERBP,2015-08-31,3.0,RLN5500,MOTO RETAINER KIT,10.0
25033,3GRANF,2015-09-04,1.0,AAH03KEF8AA7,CP185  RADIO  VHF  16CH 5W,286.0
25033,3GRANF,2015-09-04,2.0,A03JAC9JA2,MOTO MIN VI PAGER VHF 143-174,455.0
25015,1GERBP,2015-08-31,2.0,AAH02RDC9JA2,MOTO XPR3300 403-512M 16CH,450.0
25015,1GERBP,2015-08-31,2.0,QA02300,IMPRES LI-ION BATTERY OPTION,25.0
25015,1GERBP,2015-08-31,2.0,QA02772,MOTO OPT:IMPRESS NC MIC,75.0
25038,1LSECA,2015-10-30,1.0,T3000,MOTO MTR3000 BASE RADIO,8000.0
25038,1LSECA,2015-10-30,1.0,MISC500,GROUNDING MATERIALS,500.0
25038,1LSECA,2015-10-30,1.0,DB630C,UHF OMNI FIBERGLAS BASE ANT.,745.0
25038,1LSECA,2015-10-30,1.0,MISC500,ANTENNA MOUNTING HARDWARE,500.0
25038,1LSECA,2015-10-30,100.0,MISC100,"1/2"" EXTRUDED POLYETHELYNE,",2.76
25038,1LSECA,2015-10-30,40.0,AAH56RDC9KA1,XPR7350 UHF PORTABLE 4W 32CH,656.41
25038,1LSECA,2015-10-30,40.0,QA00505,MOTO IMPRES REMOTE SPKR MIC,76.5
25038,1LSECA,2015-10-30,2.0,AAM28QNC9KA1,XPR5350 UHF MOBILE 25W 32CH,475.86
25038,1LSECA,2015-10-30,2.0,MISC50,UHF MAGNETIC MOUNT ANTENNA,50.0
25042,1CEDSP,2015-08-31,6.0,PMNN4077,IMPRESS Li-ION BATTERY,88.5
25015,1GERBP,2015-08-31,2.0,PMNN4077,IMPRESS Li-ION BATTERY,75.0
25047,1CPCTY,2015-09-25,2.0,AAM01QPC9JA1,MOTO CM200D 403-470 40W MOBILE,540.0
25047,1CPCTY,2015-09-25,2.0,HAE4003,MOTO UNITY GAIN ANT KIT,21.5
25049,*700,2015-08-31,1.0,AAH84RCS8AA1,BPR40 UHF 450-470 8CH 4W,187.5
25051,1WEBCH,2015-08-31,1.0,AAH56RDN9KA1,XPR7550 UHF PORTABLE 4W 1000CH,850.0
25051,1WEBCH,2015-08-31,1.0,QA02309,IMPRES HI-CAP LI-ION BATT OPT.,50.0
25056,7CCECD,2015-08-21,1.0,TPP,SOLUTIONS ELECTRIC TEMP POWER,645.0
25056,7CCECD,2015-08-21,1.0,TLC,SOLUTIONS ELECTRIC TEMP LIGHTI,1600.0
25056,7CCECD,2015-08-21,1.0,CONSTRUCTION MGT,CONSTRUCTION MGT FEE 7%,157.15
25061,1PERRI,2015-08-31,6.0,AAH56RDN9KA1,XPR7550 UHF PORTABLE 4W 1000CH,780.84
25061,1PERRI,2015-08-31,3.0,NNTN8129,XPR7550/7350 BATTERY IS,110.5
25061,1PERRI,2015-08-31,3.0,PMLN7008,MOTO CARRY ACCESSORY-BELT CLIP,10.2
25061,1PERRI,2015-08-31,5.0,PMMN4050,MOTO IMPRES REMOTE SPEAKER MIC,83.3
24854,7CCECD,2015-08-31,1.0,AAH55JDH9LA1-USED,USED XPR6550 VHF DSPLY W/GPS,200.0
24709,1GERBP,2015-08-31,1.0,SEC1223MT,SAMLEX POWER SUPPLY,187.5
25079,1BRIMY,2015-08-28,4.0,AAH56RDN9KA1,XPR7550 UHF PORTABLE 4W 1000CH,789.75
25082,4LAKTF,2015-09-18,1.0,3892L6,CODE 3 MASTERCOM B SIREN,375.0
25086,1PIOCO,2015-08-31,8.0,NNTN4497,LIION BATTERY 2190 MAH,85.0
25086,1PIOCO,2015-08-31,2.0,PMMN4013,REMOTE SPEAKER MIC,73.5
25086,1PIOCO,2015-08-31,6.0,4205823V01,CLIP,16.28
25090,1MCCOM,2015-08-31,6.0,AAM25KKF9DP5,CDM1550LS+  16CH VHF 25-45W,300.0
25102,1SUNAE,2015-08-31,30.0,AAH01QDC9JA2,CP200D UHF 4W ND,385.0
24855,1GRAPD,2015-08-31,3.0,5952112000,SVM-2 SITE VOTING MODULE,878.23
25127,1KENQF,2015-08-31,2.0,AAH56RDC9KA1,XPR7350 UHF PORTABLE 4W 32CH,817.0
25128,1ROSCA,2015-08-31,4.0,AAH01QDC9JA2,CP200D UHF 4W ND,465.0
25128,1ROSCA,2015-08-31,4.0,NNTN4497,LIION BATTERY 2190 MAH,70.0
25129,1HEART,2015-09-04,1.0,AAH01QDC9JC2,CP200D UHF 4W ND ANALOG,400.0
24768,*700,2015-10-23,1.0,MISC200,MISCELLANEOUS HARDWARE,200.0
24768,*700,2015-10-23,1.0,MISC150,MISCELLANEOUS HARDWARE,150.0
24768,*700,2015-10-23,1.0,MISC200,MISCELLANEOUS HARDWARE,200.0
24768,*700,2015-10-23,1.0,MISC150,MISCELLANEOUS HARDWARE,150.0
25137,7CCECD,2015-08-28,1.0,ENGINEERING,ENGINEEERING FEES FOR SETTLING,1200.0
25158,7CCECD,2015-08-28,3.0,PROJECT MANG,PROJECT MANAGMENT DAYS,1200.0
24705,1PRESS,2015-09-04,2.0,AAH84RCS8AA1,BPR40 UHF 450-470 8CH 4W,200.0
25128,1ROSCA,2015-08-31,4.0,QA00531,MICROPHONE OPTION (PMMN4013),73.5
24916,4VANCS,2015-11-20,4.0,ACINBHG,"TROY 4"" INTL BEV HOLDER W/FNGR",60.0
25184,*700,2015-08-31,5.0,400,RENTAL,12.0
25184,*700,2015-08-31,5.0,400,RENTAL,8.0
25185,*700,2015-08-31,42.0,400,RENTAL,28.3
25185,*700,2015-08-31,42.0,400,RENTAL,2.83
25185,*700,2015-08-31,8.0,400,RENTAL,4.73
25185,*700,2015-08-31,2.0,400,RENTAL,23.575
25186,1FRECC,2015-08-31,16.0,400,RENTAL,25.0
25186,1FRECC,2015-08-31,12.0,400,RENTAL,5.0
25187,7WEXCS,2015-08-31,20.0,400,RENTAL,40.0
22970,4NEWPD,2015-09-18,1.0,WATER DISH,AA ALUM WATER DISH SPILL PROOF,130.0
22970,4NEWPD,2015-09-18,1.0,RUBBERMAT,AA RUBBER FLOOR MAT K9 AREA,130.0
24771,1POKPP,2015-09-18,9.0,KIT1,CODE 3 BLACK LIGHTBAR TOP,125.0
24709,1GERBP,2015-08-31,1.0,TTP1(N)-C,CPI TONE TERMINATION PANEL,347.0
24709,1GERBP,2015-08-31,1.0,374571,W/S 1' RG58 JUMPER,24.74
24709,1GERBP,2015-08-31,2.0,UV181610LC-BASIC,TERRAWAVE 18X16X10 UNIV,207.5
24709,1GERBP,2015-08-31,1.0,FM2SP,LAIRD TECH HEAVY DUTY MOUNTING,20.0
25208,*700,2015-08-31,10.0,400,RENTAL,100.0
25202,7MISCS,2015-09-18,1.0,AAH84KDS8AA1,BPR40 VHF 8CH,250.0
25241,7AJDFP,2015-09-25,1.0,AAM01QPC9JC1,MOTO CM200D 403-470 40W 16CH,520.0
25241,7AJDFP,2015-09-25,1.0,HKN9327,MOTO IGNITIONS SENS KIT,15.0
25241,7AJDFP,2015-09-25,1.0,HAE4003,MOTO UNITY GAIN ANT KIT,20.0
25241,7AJDFP,2015-09-25,1.0,INSTALL,INSTALLATION LABOR,175.0
25249,1RDVST,2015-09-18,10.0,PMNN4077,IMPRESS Li-ION BATTERY,88.0
25249,1RDVST,2015-09-18,10.0,PMNN4409,BATTERY IMP LIION FOR XPR,84.0
25253,1BYRCM,2015-09-11,4.0,AAH01QDC9JA2,CP200D UHF 4W ND,481.0
25265,1GRABC,2015-09-25,2.0,AAH02RDC9JA2,MOTO XPR3300 403-512M 16CH,490.0
25265,1GRABC,2015-09-25,2.0,QA02309,IMPRES HI-CAP LI-ION BATT OPT.,33.33
25278,7CCECD,2015-09-04,1.0,DARROW-SHELTER FOUND,SHELTER FOUNDATION,1637.64
25278,7CCECD,2015-09-04,1.0,MANT. FEE,7% CONSTRUCTION MANAGEMENT FEE,114.63
25279,7CCECD,2015-09-04,1.0,DARROW-CONST PAD,Construction pads,3328.0
25279,7CCECD,2015-09-04,1.0,MANG. FEE,7% construction management fee,232.96
25282,1HERMI,2015-09-18,3.0,AAH01QDC9JA2,CP200D UHF 4W ND,391.0
25282,1HERMI,2015-09-18,3.0,NNTN4497,LIION BATTERY 2190 MAH,72.25
25282,1HERMI,2015-09-18,3.0,HLN8255,SPRING BELT CLIP,5.1
25283,*700,2015-09-04,10.0,400,RENTAL,17.0
25286,1TRAPR,2015-10-09,1.0,AAH73WCF9NA5,DTR650 1W 900MHZ DIGITAL PRTBL,260.0
25287,1RDVST,2015-09-25,1.0,CONSTRUCTION NOTICE,FCC CONSTRUCTION NOTICE,250.0
25288,4COVPD,2015-10-09,1.0,91843,PRINTEK FIELDPRO RT43,460.0
25288,4COVPD,2015-10-09,1.0,92987,PRINTEK FIELDPRO POWER DC-DC,65.0
25288,4COVPD,2015-10-09,1.0,91850,PRINTEK USB CABLE,45.0
25289,1POKPP,2015-09-25,2.0,KIT1,CODE 3 BLACK LIGHTBAR TOP,125.0
25294,7CHESD,2015-09-30,1.0,AAM01JQC9JC1,MOTO CM200D 136-174 45W MOBILE,445.0
25298,1LUDFD,2015-10-30,5.0,A03JAC9JA2,MOTO MIN VI PAGER VHF 143-174,450.0
25299,1AMBFD,2015-09-18,1.0,A03JAC9JA2,MOTO MIN VI PAGER VHF 143-174,430.0
25312,*700,2016-09-22,24.0,AAH01QDC9JA2,MOTO CP200D UHF 4W ND,381.0
25057,1HMEMA,2015-09-11,15.0,FPKENTK790MR,"TROY FP 3"" KENWOOD TK790",42.0
25332,1KENCC,2015-09-18,11.0,PMMN4062,REMOTE SPKR MIC IP54 3.5MM JCK,80.25
25333,*700,2015-09-11,4.0,AAH56RDN9KA1,XPR7550 UHF PORTABLE 4W 1000CH,789.75
25333,*700,2015-09-11,2.0,NNTN8129,XPR7550/7350 BATTERY IS,110.5
25333,*700,2015-09-11,2.0,PMLN7008,MOTO CARRY ACCESSORY-BELT CLIP,10.2
25339,*700,2015-10-09,4.0,P24VPC03D2,VL50 UHF 1W 8CH BLACK,170.0
25339,*700,2015-10-09,4.0,56557,CLS PACKAGED BATTERY - VL50,24.95
24790,7WEXCS,2015-10-30,1.0,AAM01JNC9JA1,MOTO CM200D 136-174 25W MOBILE,455.0
25349,1CONPC,2015-10-07,18.0,PMMN4050,MOTO IMPRES REMOTE SPEAKER MIC,80.0
25349,1CONPC,2015-10-07,1.0,WPLN4219,IMPRES MULTI UNIT CHARGER W/,605.0
25349,1CONPC,2015-10-07,6.0,AAH56RDN9KA1,XPR7550 UHF PORTABLE 4W 1000CH,850.0
25349,1CONPC,2015-10-07,6.0,QA02309,IMPRES HI-CAP LI-ION BATT OPT.,40.0
25349,1CONPC,2015-10-07,75.0,PMNN4069,IMPRESS Li-ION BATTERY,90.0
25351,1FISSC,2015-09-30,20.0,AAH56RDN9KA1,XPR7550 UHF PORTABLE 4W 1000CH,769.75
25356,1GVSCR,2015-09-18,4.0,NAD6502,ANTENNA VHF,9.99
25357,*700,2015-09-25,2.0,AAH73WCF9NA5,DTR650 1W 900MHZ DIGITAL PRTBL,227.5
25357,*700,2015-09-25,2.0,HMN9051,MOTO REMOTE SPEAKER MIC,49.09
25356,1GVSCR,2015-09-18,1.0,AAH01JDC9JA2,CP200D VHF 5W ND,398.0
23681,1GRAGR,2015-09-11,90.0,8240,BELDEN RG58/U COAX CABLE,0.75
25366,1GERBP,2015-09-18,4.0,PMMN4013,REMOTE SPEAKER MIC,70.0
25366,1GERBP,2015-09-18,6.0,NNTN4497,LIION BATTERY 2190 MAH,70.0
25366,1GERBP,2015-09-18,3.0,RLN5500,MOTO RETAINER KIT,10.0
25366,1GERBP,2015-09-18,2.0,AAH02RDC9JA2,MOTO XPR3300 403-512M 16CH,475.0
25366,1GERBP,2015-09-18,2.0,QA02772,MOTO OPT:IMPRESS NC MIC,75.0
25366,1GERBP,2015-09-18,2.0,PMNN4077,IMPRESS Li-ION BATTERY,75.0
25366,1GERBP,2015-09-18,2.0,PMMN4071,MOTO IMPRESS RSM LARGE 3.5 JCK,75.0
25047,1CPCTY,2015-09-25,2.0,HLN9242,MOTO 16 PIN ACCY KIT,16.0
25367,1CONPC,2015-10-16,30.0,AAH56JDN9KA1,XPR7550 VHF PORTABLE 5W 1000CH,825.0
25367,1CONPC,2015-10-16,30.0,QA02309,IMPRES HI-CAP LI-ION BATT OPT.,40.0
25367,1CONPC,2015-10-16,30.0,QA02817,ADD:RSM W/3.5 NC FM (PMMN4050),80.0
25367,1CONPC,2015-10-16,2.0,WPLN4219,IMPRES MULTI UNIT CHARGER W/,605.0
25367,1CONPC,2015-10-16,10.0,NNTN8129,XPR7550/7350 BATTERY IS,117.0
25367,1CONPC,2015-10-16,1.0,PMKN4012,MOTO DMR PORT PROG CABLE,75.0
25367,1CONPC,2015-10-16,1.0,T3000,MOTO MTR3000 BASE RADIO,2960.0
25367,1CONPC,2015-10-16,1.0,X330MT,ADD:VHF 100W POWER (136-174),2720.0
25367,1CONPC,2015-10-16,1.0,X265VH,"ADD:PRESELECTOR, VHF 150-174",410.0
25368,1HOLBP,2015-10-16,2.0,AAH01QDC9JA2,CP200D UHF 4W ND,391.0
25368,1HOLBP,2015-10-16,4.0,PMAE4003,UHF STUBBY ANTENNA,9.56
25372,1CLARC,2015-09-18,1.0,AAH01QDC9JC2,CP200D UHF 4W ND ANALOG,400.0
25236,6SBRAD,2015-10-23,2.0,PKGPSM176,HAVIS PASSENGER SIDE MOUNT,315.0
25236,6SBRAD,2015-10-23,1.0,C30907,HAVIS UNIV LAPTOP MOUNT,195.0
25236,6SBRAD,2015-10-23,1.0,UT201,HAVIS UNIV TABLET CLAMP,195.0
25381,7FIVCA,2015-09-30,1.0,AAM01QPC9JA1,MOTO CM200D 403-470 40W MOBILE,540.0
25381,7FIVCA,2015-09-30,1.0,SEC1212SM,SAMLEX PWR SUPPLY W/RADIO CVR,145.0
25381,7FIVCA,2015-09-30,1.0,0180355A80,SPECTRUM MAGNETIC MNT  MINIUHF,28.5
25381,7FIVCA,2015-09-30,1.0,0180352A11,ANTENNA 1/4 WAVE 450-470 MHZ,12.0
25393,1DOWAG,2015-09-25,1.0,3892L6,CODE 3 MASTERCOM B SIREN,435.0
25405,4FERMI,2015-09-25,1.0,AAH01JDC9JC2,CP200D VHF 5W ND ANALOG,388.0
25416,1COLIS,2015-10-09,1.0,AAM01JNC9JA1,MOTO CM200D 136-174 25W MOBILE,440.0
25416,1COLIS,2015-10-09,3.0,HAD4008,ANTENNA KIT QUARTER WAVE,19.5
25418,1ROSCA,2015-09-18,4.0,AAH01QDC9JA2,CP200D UHF 4W ND,465.0
25418,1ROSCA,2015-09-18,4.0,QA00531,MICROPHONE OPTION (PMMN4013),73.5
25418,1ROSCA,2015-09-18,4.0,NNTN4497,LIION BATTERY 2190 MAH,70.0
25425,1KEEBL,2015-09-25,2.0,AAH02RDC9JA2,MOTO XPR3300 403-512M 16CH,448.0
25425,1KEEBL,2015-09-25,2.0,PMNN4406,MOTO BATT ST IP67 LION 1500M,85.0
23275,7CCECD,2015-12-30,1.0,J9623A,HP E2620-24 NETWORK SWITCH,600.0
23275,7CCECD,2015-12-30,4.0,L4ANMNF10P,"ANDREW 1/2"" HEALIAX JUMPER",84.09
23275,7CCECD,2015-12-30,3.0,372766,"BOOT ASSEMBLY 4"" 2, 7/8"" HOLES",19.0
25442,1HOLBP,2015-10-09,1.0,AAH65RDF9AA3,PR400  UHF 32 CH  1-4W,437.0
25442,1HOLBP,2015-10-09,1.0,QA00746,NNTN4852 FM BATTERY AND RAPID-,58.0
25442,1HOLBP,2015-10-09,1.0,QA00532,REMOTE MIC WITH IP57 RATING,63.75
25445,1MAGNA,2015-12-31,62.0,AAH01QDC9JA2,CP200D UHF 4W ND,355.0
25445,1MAGNA,2015-12-31,62.0,HLN8255,SPRING BELT CLIP,5.1
25450,1HAWOR,2015-09-18,4.0,AAH56RDN9KA1,XPR7550 UHF PORTABLE 4W 1000CH,799.0
25452,*700,2015-09-18,3.0,400,RENTAL,15.0
25452,*700,2015-09-18,3.0,400,RENTAL,8.0
25453,1HAMDI,2015-09-18,2.0,400,RENTAL,25.0
25453,1HAMDI,2015-09-18,2.0,400,RENTAL,5.0
25454,*700,2015-09-18,25.0,400,RENTAL,100.0
25454,*700,2015-09-18,15.0,400,RENTAL,30.0
25425,1KEEBL,2015-09-25,2.0,PMMN4075,MOTO SPEAKER MIC SMALL PP57,75.0
25474,1BERPD,2015-10-23,10.0,A03JAC9JA1,MOTO M6 PAGER 143-174 MHZ,475.0
24584,1PONPO,2015-09-30,1.0,6366A5,RFS 150-160 MHz COMPACT,350.0
25501,1HOMAC,2015-10-09,4.0,AAH01QDC9JC2,CP200D UHF 4W ND ANALOG,415.0
25504,1ROSCA,2015-09-25,1.0,AAH01QDC9JA2,CP200D UHF 4W ND,465.0
25504,1ROSCA,2015-09-25,1.0,NNTN4497,LIION BATTERY 2190 MAH,70.0
25504,1ROSCA,2015-09-25,1.0,PMMN4013,REMOTE SPEAKER MIC,73.5
25047,1CPCTY,2015-09-25,2.0,FPCM300,"TROY 2"" MOTO CM-300 FACEPLATE",30.0
25540,1OCEEM,2015-10-30,2.0,A03JAC9JA2,MOTO MIN VI PAGER VHF 143-174,430.0
25545,7CCECD,2015-09-22,1.0,CONCRETE TESTING,CONCRETE TESTING,3039.75
25545,7CCECD,2015-09-22,1.0,7% MGT FEE,7% CONSTRUCTION MANAGEMENT FEE,212.78
25547,1NBFAS,2015-10-23,1.0,AAR10JCGANQ1AN,MOTO SLR 5700 REPEATER 137-174,2675.0
25548,1BYTFD,2016-06-24,20.0,A03JAC9JA2,MOTO MIN VI PAGER VHF 143-174,398.0
25563,1GERBP,2015-10-30,1.0,AAH02RDC9JA2,MOTO XPR3300 403-512M 16CH,475.0
25563,1GERBP,2015-10-30,2.0,PMLN4651,"BELT CLIP 2"" FOR MOTOTRBO",10.0
25563,1GERBP,2015-10-30,1.0,WPLN4232,IMPRESS CHARGER 110 VAX,60.0
25564,1CPCTY,2015-09-25,2.0,FPCM300,"TROY 2"" MOTO CM-300 FACEPLATE",30.0
