ORDER #,CUSTOMER #,INVOICE DATE,QTY SHIPPED,ITEM #,DESCRIPTION,ITEM PRICE
38563,1WINML,2018-08-31,1.0,DB404B,COMMSCOPE UHF BROADBAND ANT,443.0
38563,1WINML,2018-08-31,1.0,FCC LICENSING,FCC LICENSING,750.0
38563,1WINML,2018-08-31,1.0,JUMPER/CONNECTORS,JUMPER/CONNECTORS,35.0
38563,1WINML,2018-08-31,1.0,0112004U04,COAX CABLE W/CONNECTORS  2',85.0
38564,1HOLFD,2018-06-13,1.0,*OVERAGE,OVERAGE PAID BY CUSTOMER,29.96
38579,1HOLBP,2018-06-22,2.0,AAH01QDC9JA2AN,MOTO CP200D 403-470 4W ND,491.0
38582,1OCECR,2018-11-09,1.0,AAM28JQN9RA1AN,MOTO XPR 5550E 136-174 25-45W,716.0
38582,1OCECR,2018-11-09,1.0,HAD4008,MOTO ANTENNA KIT QUARTER WAVE,19.5
37850,1ARAUC,2019-05-27,10.0,GR8UM,LAIRD NMO STYLE CHROME MAG MT,35.0
37850,1ARAUC,2019-05-27,7.0,SEC1223MTXPR5000,SAMLEX POWER SUPPLY & CABINET,155.0
37850,1ARAUC,2019-05-27,1.0,Y4503,LAIRD UHF YAGI 450-470 7.1dB,120.0
38434,*700,2018-06-14,1.0,AAM27QPH9LA1,XPR 4550 403-470M 40W DSPL GPS,550.0
38636,1AVOAU,2018-06-29,1.0,AAH02RDH9VA1AN,MOTO XPR 3500E 403-512 4W LKP,580.0
38636,1AVOAU,2018-06-29,1.0,PMMN4076,MOTO RSM SMALL 3.5 JACK MIC,75.0
38636,1AVOAU,2018-06-29,1.0,PMLN4651,"BELT CLIP 2"" FOR MOTOTRBO",11.0
38514,1HOLSD,2018-06-22,1.0,HAD4008,MOTO ANTENNA KIT QUARTER WAVE,19.5
38641,1RDVST,2018-08-03,1.0,AAM28QPN9RA1AN,MOTO XPR 5550E 403-470M 40W,854.0
38641,1RDVST,2018-08-03,1.0,0180355A80,SPECTRUM MAGNETIC MNT  MINIUHF,28.5
38641,1RDVST,2018-08-03,1.0,0180352A11,ANTENNA 1/4 WAVE 450-470 MHZ,12.0
38641,1RDVST,2018-08-03,1.0,HKN9407,CIGARETTE LIGHTER ADAPTER,15.0
38644,1COORE,2018-07-18,2.0,A03JAC9JA2,MOTO MIN VI PAGER VHF 143-174,450.0
38650,3GRANF,2018-09-25,2.0,AAH56JDN9WA1AN,MOTO XPR 7550E 136-174 5W,798.0
38607,1MEAGC,2018-06-22,3.0,AAH01QDC9JA2AN,MOTO CP200D 403-470 4W ND,441.0
38658,1GUAPR,2018-10-24,1.0,QA00505,MOTO IMPRES REMOTE SPKR MIC,95.79
38658,1GUAPR,2018-10-24,1.0,AAH56RDC9RA1AN,MOTO XPR 7350E 403-512 4W NKP,940.0
38658,1GUAPR,2018-10-24,1.0,PMNN4489,MOTO BATT IMPRES LIION,159.65
38658,1GUAPR,2018-10-24,1.0,PMLN7008,MOTO CARRY ACCESSORY-BELT CLIP,12.0
38487,1FISSC,2018-07-18,1.0,PMNN4461,MOTO BATT STD LIION 1800T,55.25
38663,1GORMA,2018-07-06,4.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,483.0
38663,1GORMA,2018-07-06,4.0,HKVN4413,MOTO NA MOTOTRBO CAP PLUS,65.0
38663,1GORMA,2018-07-06,4.0,PMMN4073,"IMPRESS RSM,SMALL 3.5 JACK",75.0
38487,1FISSC,2018-07-18,1.0,PMLN7120,MOTOR DUAL UNIT CHARGER,55.25
38095,1MAGNA,2018-06-27,1.0,AAH84RCS8AA1AN,MOTO BPR40 450-470MHZ 4W 8CH,212.5
38478,1MENNE,2018-06-27,2.0,AAH56RDC9RA1AN,MOTO XPR 7350E 403-512 4W NKP,880.0
37170,1WCBCH,2018-07-18,6.0,AAH88QCC9JA2AN,MOTO SL300 403-470 UHF 2 CH ND,286.55
37982,1FCSTJ,2018-06-21,1.0,RLN6282,MOTO REPLACEMNT EAR TIPS,45.0
38668,1OTSEG,2018-06-29,15.0,GS9XBRC-SXXXEN,UNICATION STD DESKTOP CHARGER,80.0
38672,1HFARM,2018-08-31,3.0,AAM28QPN9WA1AN,MOTO XPR 5550E 403-470M 40W,805.0
38672,1HFARM,2018-08-31,3.0,0180352A11,ANTENNA 1/4 WAVE 450-470 MHZ,12.0
38672,1HFARM,2018-08-31,1.0,FCC MODIFICATION,FCC LICENSE MODIFICATION,500.0
38673,1GORMA,2018-07-06,1.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,483.0
38673,1GORMA,2018-07-06,1.0,HKVN4413,MOTO NA MOTOTRBO CAP PLUS,65.0
38673,1GORMA,2018-07-06,1.0,PMMN4073,"IMPRESS RSM,SMALL 3.5 JACK",75.0
38674,4LINTP,2018-07-20,1.0,C-HDM-204,HAVIS HVY DTY TELESCOPING POLE,159.0
38399,7REDPO,2018-06-29,4.0,AAH01QDC9JA2AN,MOTO CP200D 403-470 4W ND,435.0
38466,4STJOS,2018-06-29,4.0,IONA,WHELEN ION LED LIGHT - AMBER,120.0
38674,4LINTP,2018-07-20,1.0,UT-1001,HAVIS UNV RUGGED CRADLE,269.0
38674,4LINTP,2018-07-20,1.0,C-MD-112,"HAVIS ACTADP,HDM,SLIDE,TS,SP",289.0
37982,1FCSTJ,2018-06-21,7.0,PMLN7270,MOTO 2-WIRE SURVEILLANCE KIT,48.0
38688,1KENQF,2018-07-06,15.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,449.3
38688,1KENQF,2018-07-06,15.0,QA02772,MOTO OPT:IMPRESS NC MIC,65.88
38688,1KENQF,2018-07-06,5.0,PMPN4284,MOTO MULTI-UNIT CHARGER,498.0
38693,1KAMPS,2018-07-06,1.0,AAM01QNC9JC1AN,MOTO CM200D 403-470 25W 16CH,413.75
38699,1MSUBI,2018-06-29,2.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,617.17
38699,1MSUBI,2018-06-29,2.0,PMMN4075,MOTO SPEAKER MIC SMALL PP57,75.0
38701,1ARCBG,2018-07-18,18.0,PMLN4442,EARBUD WITH MIC PTT/VOX,18.0
38651,1MAGEG,2018-06-29,4.0,AAH01QDC9JA2AN,MOTO CP200D 403-470 4W ND,410.0
38651,1MAGEG,2018-06-29,4.0,QA00531AE,ADD:RSM W/3.5MM AUDIO JACK,73.5
38487,1FISSC,2018-07-18,1.0,RLN6562,MOTO CRITICAL WIRELESS RSM,225.25
38727,1SYSFO,2018-07-18,4.0,PMMN4073,"IMPRESS RSM,SMALL 3.5 JACK",79.0
38727,1SYSFO,2018-07-18,1.0,PMPN4284,MOTO MULTI-UNIT CHARGER,518.0
38731,1TURLC,2018-07-06,1.0,AAH84KDJ8AA1AN,MOTO BPR40 150-174MHZ 5W 16CH,220.0
38549,4BERSH,2018-06-27,1.0,LOFT-PIU-GV,LUND LOFT,595.0
38751,*700,2018-06-27,25.0,400,RENTAL,15.0
38751,*700,2018-06-27,25.0,400,RENTAL,5.0
38752,*700,2018-06-27,15.0,400,RENTAL,35.0
38752,*700,2018-06-27,15.0,400,RENTAL,5.0
38753,*700,2018-06-27,20.0,400,RENTAL,25.0
38753,*700,2018-06-27,10.0,400,RENTAL,5.0
38753,*700,2018-06-27,3.0,400,RENTAL,10.0
38754,*700,2018-06-27,30.0,400,RENTAL,13.0
38754,*700,2018-06-27,30.0,400,RENTAL,3.5
38755,*700,2018-06-27,10.0,400,RENTAL,25.0
38755,*700,2018-06-27,10.0,400,RENTAL,5.0
38757,*700,2018-06-27,9.0,400,RENTAL,25.0
38757,*700,2018-06-27,9.0,400,RENTAL,5.0
38758,1GRBAP,2018-07-18,10.0,HMN8435,MOTO EARBUD W/CLIP MIC+PTT,30.0
38761,1ZEEPD,2018-09-07,1.0,1409320100,CALAMP FUSION LTE ROUTER,1290.0
38761,1ZEEPD,2018-09-07,1.0,SMW3053C002CBLK180,MOBILMARK GPS ANTENNA SRFC MNT,150.0
38761,1ZEEPD,2018-09-07,1.0,CAT6ASS25FT,CAT6A SNAGLESS SHIELDED 25FT,25.0
38769,1OTTSD,2018-11-30,1.0,SMW3053C002CBLK180,MOBILMARK GPS ANTENNA SRFC MNT,150.0
38769,1OTTSD,2018-11-30,1.0,CAT6ASS25FT,CAT6A SNAGLESS SHIELDED 25FT,25.0
38224,7EMSHR,2018-09-25,1.0,CFHPAN4212P,PANASONIC HAVIS VEH DOCK,638.94
38672,1HFARM,2018-08-31,1.0,PMKN4143,"MOTO KIT, CABLE MOTOTRBO",45.0
38672,1HFARM,2018-08-31,1.0,PMKN4144,MOTO CABLE MOTOTRBO REMOTE,55.0
38672,1HFARM,2018-08-31,2.0,PMLN6404,"MOTO KIT, MOTOTRVO REMOUNT MNT",102.0
38787,*700,2018-06-27,12.0,400,RENTAL,35.0
38787,*700,2018-06-27,12.0,400,RENTAL,8.0
37197,4LINTP,2018-06-27,1.0,CCUP2I,"HAVIS DUAL CUP HOLDER 4""",40.0
37197,4LINTP,2018-06-27,1.0,MISC150,MISCELLANEOUS HARDWARE,150.0
38478,1MENNE,2018-06-27,2.0,NNTN8129,MOTO XPR7000 SERIES BATTERY IS,110.0
38478,1MENNE,2018-06-27,2.0,PMMN4025,MOTO IMPRES REMOTE SPEAKER MIC,80.0
38549,4BERSH,2018-06-27,1.0,SFMT6-PIU,MOUNTING KIT FOR,90.0
38549,4BERSH,2018-06-27,1.0,CW04120WR,"LED 17.7"" RED/WHITE LIGHT",110.0
38549,4BERSH,2018-06-27,1.0,LOFT-FPIU-NPKIT,MOUNTING KIT FOR NO CAGE,90.0
38788,1GLMSS,2018-06-28,1.0,*MAINTFEE,MAINTENANCE FEE,1500.0
38496,7PETOW,2018-07-20,1.0,AAM01QPC9JC1AN,MOTO CM200D 403-470 40W 16CH,485.0
37844,1FOURW,2018-08-10,1.0,G24BQ,ENH: 2 YR SFS LITE,62.0
37844,1FOURW,2018-08-10,1.0,AAM28QPN9WA1AN,MOTO XPR 5550E 403-470M 40W,675.0
37850,1ARAUC,2019-05-27,3.0,MABT8,"LAIRD 3/8"" HOLE NMO STYLE THK",15.0
38818,1ARAUC,2018-06-29,1.0,ARAUCO-2018-PGR-1,50% OF RADIO EQUIPMENT -,39410.0
38819,1ARAUC,2018-06-29,1.0,ARAUCO-2018-PGR-2,20% UPON ARRIVAL OF MAJOR,15764.0
38468,1YATFD,2018-06-29,10.0,PMNN4458,"MOTO BATTERY PACK, MAGONE",53.1
38821,1POKPP,2018-07-20,2.0,HMN4079,XTL5000 KEYPAD MIC.,295.0
38821,1POKPP,2018-07-20,2.0,HSN4038,SPEAKER,60.0
38825,1GERPR,2018-08-03,1.0,AAM28QNC9RA1,MOTO XPR5350E 403-470M 25W GOB,657.14
38512,1BNATC,2018-07-06,8.0,AC128U501-MOT-NA,MOTO VX-261-G7-5 UHF 450-520,195.0
38512,1BNATC,2018-07-06,8.0,QA07042AA,ADD:FNB-VI34LI-UNI LI-ION,20.0
38704,1FENFD,2018-06-29,20.0,PROMO GS9XBRC-SXXXEN,UNIC G4/G5 STD DESKTOP CHRGR,44.5
38694,1PLAIN,2018-06-29,25.0,PROMO GS9XBRC-SXXXEN,UNIC G4/G5 STD DESKTOP CHRGR,44.5
37140,1STOWC,2018-06-29,1.0,ANTENNA SYSTEM,"ANTENNA SYSTEM(100' COAX, POLY",1200.0
38641,1RDVST,2018-08-03,1.0,CONNECTORS,CONNECTORS,30.0
38892,*700,2018-07-06,17.0,400,RENTAL,18.0
38892,*700,2018-07-06,17.0,400,RENTAL,3.5
38701,1ARCBG,2018-07-18,17.0,AAH84RCS8AA1AN,MOTO BPR40 450-470MHZ 4W 8CH,240.0
38452,1GORMA,2019-06-04,41.0,AAH56RDN9RA1AN,MOTO XPR 7550e FKP GPS BT,946.0
38452,1GORMA,2019-06-04,2.0,HKVN4208,MOTO MTR DATA NTWRK INTERFACE,562.0
38452,1GORMA,2019-06-04,2.0,HKVN4209,MOTO VOICE NTWRK INTERFACE,187.0
38914,1SUNMA,2018-07-27,6.0,PMNN4077,MOTO IMPRESS Li-ION BATTERY,112.0
38923,*700,2018-07-06,12.0,400,RENTAL,15.0
38452,1GORMA,2019-06-04,1.0,DB404B,COMMSCOPE UHF BROADBAND ANT,425.0
38452,1GORMA,2019-06-04,2.0,489512,"NELLO 60"" NON-PEN ROOF MOUNT",135.0
38296,4STUFD,2018-08-31,1.0,TBL1S,BOGAN INPUT MODULE 150 SERIES,95.0
38326,1GEDYM,2018-07-30,1.0,AAR10TCGANQ1AN,MOTO SLR 5700 450-512M,2400.0
38944,4LAKEL,2018-07-30,2.0,ENT2B3W,SOS INTERSECTOR LED LIGHT,120.0
38944,4LAKEL,2018-07-30,1.0,PNT1CRV05,SOS CURVED SURFACED ADAPTORS,10.0
38774,*700,2018-07-18,26.0,PROMO GS9XBRC-SXXXEN,UNIC G4/G5 STD DESKTOP CHRGR,44.5
38801,1SAUFD,2018-08-24,40.0,PROMO GS9XBRC-SXXXEN,UNIC G4/G5 STD DESKTOP CHRGR,44.5
38957,1AVOAU,2018-08-24,2.0,AAH02RDH9VA1AN,MOTO XPR 3500E 403-512 4W LKP,580.0
38957,1AVOAU,2018-08-24,2.0,PMMN4076,MOTO RSM SMALL 3.5 JACK MIC,75.0
38957,1AVOAU,2018-08-24,2.0,PMLN4651,"BELT CLIP 2"" FOR MOTOTRBO",11.0
38958,1AVOAU,2018-07-27,1.0,AAH02RDH9VA1AN,MOTO XPR 3500E 403-512 4W LKP,580.0
38958,1AVOAU,2018-07-27,1.0,PMMN4076,MOTO RSM SMALL 3.5 JACK MIC,75.0
38958,1AVOAU,2018-07-27,1.0,200-TC,SALES ORDER PROGRAMMING,25.0
38958,1AVOAU,2018-07-27,1.0,PMLN4651,"BELT CLIP 2"" FOR MOTOTRBO",11.0
38958,1AVOAU,2018-07-27,1.0,PMAE4070,"ANTENNA,UHF STUBBY 440-490 MHZ",9.79
38703,1SHAES,2018-07-18,3.0,PROMO GS9XBRC-SXXXEN,UNIC G4/G5 STD DESKTOP CHRGR,44.5
38961,1KAMPS,2018-08-03,5.0,AAM01QNC9JC1AN,MOTO CM200D 403-470 25W 16CH,413.75
38961,1KAMPS,2018-08-03,5.0,0180355A80,SPECTRUM MAGNETIC MNT  MINIUHF,28.5
38961,1KAMPS,2018-08-03,5.0,0180352A11,ANTENNA 1/4 WAVE 450-470 MHZ,24.38
38961,1KAMPS,2018-08-03,7.0,0180355A80,SPECTRUM MAGNETIC MNT  MINIUHF,28.5
38961,1KAMPS,2018-08-03,7.0,0180352A11,ANTENNA 1/4 WAVE 450-470 MHZ,24.38
38961,1KAMPS,2018-08-03,2.0,HKN4137,MOTO POWER CABLE,18.0
38961,1KAMPS,2018-08-03,4.0,RLN6466,MOTO LOW PROFILE TRUNNION BOX,16.0
38974,1BRIMY,2018-07-18,4.0,AAH56RDN9WA1AN,MOTO XPR 7550E FKP GPS GOB BT,872.5
38975,1OTSEG,2018-08-17,10.0,G4 PAGER,UNICATION G4 DIGITAL VOICE,535.5
38975,1OTSEG,2018-08-17,10.0,GS9XBRC-SXXXEN,UNICATION STD DESKTOP CHARGER,80.0
38980,1RDVST,2018-09-12,20.0,LMR400,"TIMES MICROWAVE 3/8"" COAXIAL",1.5
38980,1RDVST,2018-09-12,100.0,65360,"3/8"" LMR400 PLENUM COAX",6.75
38980,1RDVST,2018-09-12,1.0,489512,"NELLO 60"" NON-PEN ROOF MOUNT",135.0
38980,1RDVST,2018-09-12,10.0,CINDER BLOCKS,CINDER BLOCKS,1.5
38980,1RDVST,2018-09-12,1.0,DB404B,COMMSCOPE UHF BROADBAND ANT,485.0
38980,1RDVST,2018-09-12,1.0,CONNECTORS GROUND,CONNECTORS AND GROUNDING,100.0
38296,4STUFD,2018-08-31,1.0,SEC1223MTXPR5000,SAMLEX POWER SUPPLY & CABINET,179.0
38988,1GVSCR,2018-07-27,8.0,NNTN4497,MOTO LIION BATTERY 2250T,85.0
38989,1HERMI,2018-07-27,1.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,604.0
38988,1GVSCR,2018-07-27,2.0,HLN8255,MOTO SPRING BELT CLIP,6.0
38999,1FARCO,2018-07-27,3.0,AAH73WCF9NA5AN,MOTO DTR650 1W 10CH 900MHZ,335.0
39000,1DSSI,2018-07-27,2.0,AAH84RCJ8AA1AN,MOTO BPR40 450-470MHZ 4W,220.0
39004,1FREMF,2018-09-12,6.0,G5 DB PAGER,UNICATION G5 DUAL BAND PAGER,625.5
38662,4BERSH,2018-08-17,1.0,LOFT-FPIU-GV,LUND 13+ FORD POLICE UTILITY,595.0
38662,4BERSH,2018-08-17,1.0,LOFT-FPIU-NPKIT,LUND MOUNTING KIT,90.0
37170,1WCBCH,2018-07-18,1.0,FCC FREQUENCY COORD,Up to 5 frequencies,150.0
37170,1WCBCH,2018-07-18,1.0,FCC TEN YEAR LICENSE,10 year FCC license,70.0
37170,1WCBCH,2018-07-18,1.0,FCC NOTICE OF CONST.,Filing of FCC notice of,125.0
37170,1WCBCH,2018-07-18,1.0,FCC FRN SETUP,Setup online FCC account,75.0
38508,1COUFI,2018-07-27,1.0,SB-24168,DDB ENCLOSED CABINET CREAM,485.0
39054,1MSUBI,2018-07-27,2.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,617.17
39058,4STJOS,2018-12-27,20.0,ARB-BWC3MAINKIT,PANASONIC BODY WORN CAMERA,895.0
39059,1MSUBI,2018-08-10,2.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,675.0
39059,1MSUBI,2018-08-10,2.0,PMMN4075,MOTO SPEAKER MIC SMALL PP57,75.0
39073,1GERBP,2018-07-20,1.0,HAE4003,UNITY GAIN ANT KIT-ROOF MNT.,46.25
39077,4EDWFD,2018-07-27,4.0,A03JAC8JA2,MOTO M6 PAGER 143-174 SGL CH,410.0
39092,1GORFO,2018-07-27,5.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,532.5
39092,1GORFO,2018-07-27,5.0,HKVN4413,MOTO NA MOTOTRBO CAP PLUS,65.0
39092,1GORFO,2018-07-27,5.0,PMMN4073,"IMPRESS RSM,SMALL 3.5 JACK",75.0
38641,1RDVST,2018-08-03,1.0,SEC1223MTXPR5000,SAMLEX POWER SUPPLY & CABINET,180.0
39113,7CHEBS,2018-09-11,2.0,HAE4002,MOTO ANTENNA ROOF TOP UHF,27.75
39113,7CHEBS,2018-09-11,2.0,HKN9327,MOTO IGNITIONS SENS KIT,15.0
39121,7AJDFP,2018-07-30,1.0,AAH01QDC9JA2AN,MOTO CP200D 403-470 4W ND,485.0
39121,7AJDFP,2018-07-30,1.0,QA00531AE,ADD:RSM W/3.5MM AUDIO JACK,73.5
39123,7MEDUS,2018-08-10,5.0,AAH01QDC9JA2AN,MOTO CP200D 403-470 4W ND,437.5
39123,7MEDUS,2018-08-10,5.0,QA00531AE,ADD:RSM W/3.5MM AUDIO JACK,73.5
39127,*700,2018-07-20,5.0,400,RENTAL,25.0
39127,*700,2018-07-20,5.0,400,RENTAL,5.0
39128,*700,2018-07-20,20.0,400,RENTAL,25.0
39133,*700,2018-07-20,4.0,400,RENTAL,18.0
39133,*700,2018-07-20,4.0,400,RENTAL,5.0
39134,*700,2018-07-20,5.0,400,RENTAL,25.0
39134,*700,2018-07-20,5.0,400,RENTAL,5.0
39134,*700,2018-07-20,5.0,400,RENTAL,5.0
39137,1USPRO,2018-09-18,14.0,PMMN4071,MOTO IMPRESS RSM LARGE 3.5 JCK,82.0
37827,1COUFI,2018-07-20,1.0,CABLE CONNECTORS,,150.0
39154,1MOTSM,2018-08-17,1.0,FCC LICENSE FEES,Adding VHF Frequencies to GH,2000.0
39156,1HOLBP,2018-07-30,1.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,596.0
39157,1SHEFD,2018-08-24,1.0,G1VHFBLK,UNICATION G1 148-164 BLK,350.0
39160,1MOTUS,2018-09-25,3.0,AAH01QDC9JA2AN,MOTO CP200D 403-470 4W ND,481.0
39183,1MOTUS,2018-12-28,1.0,AAM01QNC9JA1AN,MOTO CM200D 403-470 25W 16CH,539.0
39183,1MOTUS,2018-12-28,1.0,0180355A80,SPECTRUM MAGNETIC MNT  MINIUHF,42.62
39183,1MOTUS,2018-12-28,1.0,0183938B06,ANTENNA ROD  450-470 MHZ,4.03
39183,1MOTUS,2018-12-28,1.0,5883882B01,COUPLING  NUT,3.35
39186,1KAMPS,2018-08-10,3.0,PMMN4090,MOTO COMPACT MICROPHONE W/CLIP,40.0
39186,1KAMPS,2018-08-10,4.0,0180355A80,SPECTRUM MAGNETIC MNT  MINIUHF,28.5
39186,1KAMPS,2018-08-10,4.0,0180352A11,ANTENNA 1/4 WAVE 450-470 MHZ,24.38
38977,1DORFD,2018-08-06,16.0,PROMO GS9XBRC-SXXXEN,UNIC G4/G5 STD DESKTOP CHRGR,44.5
38978,1DORFD,2018-07-27,16.0,PROMO GS9XBRC-SXXXEN,UNIC G4/G5 STD DESKTOP CHRGR,44.5
39030,1WAYAM,2018-08-31,10.0,PROMO GS9XBRC-SXXXEN,UNIC G4/G5 STD DESKTOP CHRGR,44.5
38962,1CLYTW,2018-08-03,22.0,PROMO GS9XBRC-SXXXEN,UNIC G4/G5 STD DESKTOP CHRGR,44.5
39014,1SALEM,2018-08-10,24.0,PROMO GS9XBRC-SXXXEN,UNIC G4/G5 STD DESKTOP CHRGR,44.5
39116,1OTSFD,2018-08-10,30.0,PROMO GS9XBRC-SXXXEN,UNIC G4/G5 STD DESKTOP CHRGR,44.5
38961,1KAMPS,2018-08-03,3.0,HMN3413,GTX COMPACT MICROPHONE,39.5
38961,1KAMPS,2018-08-03,2.0,PMMN4090,MOTO COMPACT MICROPHONE W/CLIP,39.5
39205,1LAPRE,2018-10-09,2.0,AAR10JCGANQ1AN,MOTO SLR 5700 REPEATER 137-174,2650.0
39205,1LAPRE,2018-10-09,2.0,HFD8465,VHF DUPLEXER 150-160 MHZ,600.0
39205,1LAPRE,2018-10-09,2.0,0112004B04,MOTO CABLE  N-MALE/N-MALE,100.0
39205,1LAPRE,2018-10-09,2.0,0112004U04,COAX CABLE W/CONNECTORS  2',70.0
39205,1LAPRE,2018-10-09,2.0,HFD8461,PRESELECTOR,325.0
39205,1LAPRE,2018-10-09,2.0,DSISB50LNC2,MOTO COAX PROTECTOR,80.0
39205,1LAPRE,2018-10-09,160.0,FSJ1-50A,ANDREW 1/4 SUPERFLEX CABLE,2.0
39205,1LAPRE,2018-10-09,6.0,F1PNMHF,"COMMSCOPE N-MALE CONN 1/4"" FLX",28.0
39205,1LAPRE,2018-10-09,2.0,MISC150,MISCELLANEOUS HARDWARE,150.0
39205,1LAPRE,2018-10-09,2.0,F1PNF,COMMSCOPE N FEMALE BULK HEAD,28.0
39205,1LAPRE,2018-10-09,2.0,AAH56JDN9WA1AN,MOTO XPR 7550E 136-174 5W,895.0
39209,1WOOMA,2018-09-11,1.0,AAR10QCGANQ1AN,MOTO SLR 5700 403-470 1-50W,2560.0
39209,1WOOMA,2018-09-11,1.0,DSCP10725UNTUNED,MOTO UHF MOBILE DUPLEXER,369.0
39209,1WOOMA,2018-09-11,1.0,0112004B04,MOTO CABLE  N-MALE/N-MALE,95.0
39209,1WOOMA,2018-09-11,1.0,0112004U04,COAX CABLE W/CONNECTORS  2',95.0
39214,1MAGEG,2018-08-03,5.0,AAH01QDC9JA2AN,MOTO CP200D 403-470 4W ND,410.0
39214,1MAGEG,2018-08-03,5.0,QA00531AE,ADD:RSM W/3.5MM AUDIO JACK,73.5
37934,4STJSD,2018-08-10,1.0,QA04996AA,ADD:HANDHELD CONTROL HEAD,450.0
39225,1COUFI,2018-08-17,2.0,AAH81QCN9TA2AN,MOTO SL7550E 403-470 3W ENG,1077.0
39225,1COUFI,2018-08-17,3.0,AAH02RDC9VA1AN,MOTO XPR 3300E 403-512 4W,532.0
39233,1NBFAS,2018-08-31,4.0,AAH84KDS8AA1AN,MOTO BPR40 150-174 MHZ 5W,240.0
39234,1JENNA,2018-08-24,4.0,AAH73WCF9NA5AN,MOTO DTR650 1W 10CH 900MHZ,265.0
39240,*700,2018-07-27,14.0,400,RENTAL,15.0
39240,*700,2018-07-27,4.0,400,RENTAL,3.0
39137,1USPRO,2018-09-18,14.0,PMLN4620,MOTO D SHELL RX ONLY EARPIECE,19.55
39105,1HOLMH,2018-08-17,4.0,PMMN4062,MOTO REMOTE SPKR MIC IP54,82.5
39306,7MARMA,2018-08-17,8.0,AAH01JDC9JA2AN,MOTO CP200D 136-174 5W ND,445.0
39004,1FREMF,2018-09-12,6.0,G5 DB PAGER,UNICATION G5 DUAL BAND PAGER,625.5
39004,1FREMF,2018-09-12,2.0,RLN6551,MOTO LONG RANGE WIRELESS RSM,495.0
39310,1PERRI,2018-12-28,53.0,AAM28TRN9RA1AN,MOTO XPR 5550E 450-512M 40W,810.55
39310,1PERRI,2018-12-28,3.0,MISC200,MISCELLANEOUS HARDWARE,200.0
39310,1PERRI,2018-12-28,53.0,MISC50,MISCELLANEOUS HARDWARE,50.0
39310,1PERRI,2018-12-28,2.0,MISC200,MISCELLANEOUS HARDWARE,200.0
39310,1PERRI,2018-12-28,2.0,MISC100,MISCELLANEOUS HARDWARE,100.0
39310,1PERRI,2018-12-28,1.0,MISC100,MISCELLANEOUS HARDWARE,100.0
39215,1HOPFD,2018-08-10,30.0,PROMO GS9XBRC-SXXXEN,UNIC G4/G5 STD DESKTOP CHRGR,44.5
39237,1GUNFD,2018-08-10,24.0,PROMO GS9XBRC-SXXXEN,UNIC G4/G5 STD DESKTOP CHRGR,44.5
39117,1HAMFD,2018-08-17,24.0,PROMO GS9XBRC-SXXXEN,UNIC G4/G5 STD DESKTOP CHRGR,44.5
39017,1LAFCO,2018-08-17,1.0,AAH01JDC9JC2AN,MOTO CP200D 136-174 5W ND,395.0
39017,1LAFCO,2018-08-17,1.0,QA00531AE,ADD:RSM W/3.5MM AUDIO JACK,70.0
39323,7WEXSA,2018-09-25,5.0,AAH01JDC9JC2AN,MOTO CP200D 136-174 5W ND,330.0
39323,7WEXSA,2018-09-25,3.0,AAM01JQC9JC1AN,MOTO CM200D 136-174 45W 16CH,380.0
39323,7WEXSA,2018-09-25,3.0,HAD4008,MOTO ANTENNA KIT QUARTER WAVE,20.0
39323,7WEXSA,2018-09-25,3.0,HKN9327,MOTO IGNITIONS SENS KIT,15.0
39329,1KERRY,2018-08-06,1.0,PMMN4025,MOTO IMPRES REMOTE SPEAKER MIC,85.0
39329,1KERRY,2018-08-06,1.0,AAH56RDN9WA1,MOTO XPR7550E 403-512 4W FKP,996.0
39332,1SOUND,2018-08-03,6.0,400,RENTAL,18.0
39332,1SOUND,2018-08-03,6.0,400,RENTAL,6.0
39333,*700,2018-08-03,7.0,400,RENTAL,25.0
39333,*700,2018-08-03,7.0,400,RENTAL,5.0
39334,*700,2018-08-03,10.0,400,RENTAL,18.0
39334,*700,2018-08-03,10.0,400,RENTAL,3.0
39335,*700,2018-08-03,42.0,400,RENTAL,30.0
39335,*700,2018-08-03,42.0,400,RENTAL,3.0
39335,*700,2018-08-03,3.0,400,RENTAL,25.0
39336,*700,2018-08-03,18.0,400,RENTAL,15.0
39336,*700,2018-08-03,4.0,400,RENTAL,3.0
37429,4NEWPD,2018-11-13,1.0,RMWLF3CBLK180,MOBILEMARK 1.7-2.7GHZ 3DBI,85.87
39347,1GERBP,2018-09-11,1.0,AAM02QPH9JA1AN,MOTO XPR 2500 403-470 MHZ,626.25
39348,1BRIMY,2018-08-10,4.0,AAH56RDN9WA1AN,MOTO XPR 7550E FKP GPS GOB BT,976.45
